"League","date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Home","Away","season","avg_age","players_used","foreigners_used","stadium_size","avg_att","occupancy","covid","covid_occupancy","avg_age_away","players_used_away","percentage_foreigners_used_away","NA","NA","NA"
"T1",0007-12-20,"14:30","Ankaragucu","Goztep","1","3","A","1","1","D","11","15","4","6","13","9","2","3","2","3","0","0","Ankaragucu","Goztep","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0007-12-20,"17:00","Galatasaray","Alanyaspor","1","0","H","1","0","H","7","21","4","5","15","13","6","13","2","4","0","0","Galatasaray","Alanyaspor","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",29.3,25,0.774,"10128","5309",0
"T1",0008-12-20,"11:00","Konyaspor","Gaziantep","0","0","D","0","0","D","16","13","5","2","16","16","6","8","2","1","0","0","Konyaspor","Gaziantep","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0008-12-20,"13:30","Antalyaspor","Trabzonspor","1","3","A","1","3","A","24","11","8","5","12","14","11","4","2","2","0","0","Antalyaspor","Trabzonspor","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",26.7,30,0.675,"40782","29833",0
"T1",0008-12-20,"13:30","Denizlispor","Buyuksehyr","1","1","D","0","0","D","8","18","2","5","15","10","4","3","3","1","0","0","Denizlispor","Buyuksehyr","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0008-12-20,"16:00","Kasimpasa","Besiktas","2","3","A","1","1","D","9","13","5","7","10","12","5","9","3","5","1","0","Kasimpasa","Besiktas","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0009-12-20,"17:00","Kayserispor","Rizespor","1","0","H","1","0","H","17","19","7","7","8","6","3","11","2","3","0","0","Kayserispor","Rizespor","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",26.6,31,0.747,"15332","6488",0
"T1",0013-12-20,"17:30","Alanyaspor","Antalyaspor","0","0","D","0","0","D","15","8","1","1","22","19","6","3","3","3","0","0","Alanyaspor","Antalyaspor","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",28.6,32,0.581,"32537","11534",0
"T1",0014-12-20,"12:00","Rizespor","Kasimpasa","0","3","A","0","2","A","16","9","4","4","16","19","7","5","5","6","1","0","Rizespor","Kasimpasa","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0014-12-20,"14:00","Genclerbirligi","Goztep","3","1","H","2","1","H","8","11","5","1","17","11","2","4","3","1","0","0","Genclerbirligi","Goztep","2019/20",28.3,29,"0.689","20560",4862,0.236478599,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0014-12-20,"17:00","Galatasaray","Ankaragucu","2","2","D","0","0","D","14","7","5","3","10","15","12","3","2","5","0","1","Galatasaray","Ankaragucu","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0015-12-20,"11:00","Gaziantep","Kayserispor","3","0","H","0","0","D","14","5","6","1","21","19","7","4","2","2","0","0","Gaziantep","Kayserispor","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0015-12-20,"13:30","Sivasspor","Fenerbahce","3","1","H","1","0","H","14","9","3","4","19","12","5","7","4","3","0","2","Sivasspor","Fenerbahce","2019/20",28.8,27,"0.475","27532",11918,0.432878105,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0015-12-20,"16:00","Besiktas","Yeni Malatyaspor","0","2","A","0","0","D","12","4","1","3","11","12","4","0","6","3","1","0","Besiktas","Yeni Malatyaspor","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0016-12-20,"17:00","Buyuksehyr","Konyaspor","1","1","D","1","0","H","19","6","6","2","14","10","9","0","0","3","0","0","Buyuksehyr","Konyaspor","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0016-12-20,"17:00","Trabzonspor","Denizlispor","1","2","A","1","0","H","15","10","7","4","11","13","5","3","0","1","0","0","Trabzonspor","Denizlispor","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0020-12-20,"17:30","Antalyaspor","Ankaragucu","2","2","D","1","0","H","14","6","3","3","20","21","6","0","2","3","0","0","Antalyaspor","Ankaragucu","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0021-12-20,"12:00","Yeni Malatyaspor","Rizespor","0","2","A","0","1","A","11","7","5","3","11","12","6","4","2","3","0","0","Yeni Malatyaspor","Rizespor","2019/20",28.4,27,"0.729","25745",8659,0.336337153,1,"0",26.6,31,0.747,"15332","6488",0
"T1",0021-12-20,"14:30","Kasimpasa","Gaziantep","3","4","A","1","4","A","7","6","4","5","12","15","8","3","4","2","0","0","Kasimpasa","Gaziantep","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0021-12-20,"17:00","Goztep","Galatasaray","2","1","H","1","1","D","14","12","6","1","6","9","2","5","4","2","0","0","Goztep","Galatasaray","2019/20",30.1,29,"0.586","19713",10401,0.527621367,1,"0",28.5,32,0.767,"52223","34990",0
"T1",0022-12-20,"11:00","Genclerbirligi","Sivasspor","2","2","D","0","1","A","11","9","7","6","16","11","8","7","3","2","0","0","Genclerbirligi","Sivasspor","2019/20",28.3,29,"0.689","20560",4862,0.236478599,1,"0",28.8,27,0.475,"27532","11918",0
"T1",0022-12-20,"13:30","Kayserispor","Buyuksehyr","1","4","A","1","2","A","11","18","5","9","12","6","6","7","3","2","0","0","Kayserispor","Buyuksehyr","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0022-12-20,"16:00","Fenerbahce","Besiktas","3","1","H","2","1","H","14","5","5","2","18","21","9","5","2","3","0","0","Fenerbahce","Besiktas","2019/20",27.9,32,"0.553","47834",38143,0.797403521,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0023-12-20,"17:00","Denizlispor","Alanyaspor","1","5","A","0","3","A","7","14","3","10","12","21","4","7","1","3","0","0","Denizlispor","Alanyaspor","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",29.3,25,0.774,"10128","5309",0
"T1",0023-12-20,"17:00","Konyaspor","Trabzonspor","0","1","A","0","1","A","8","5","3","2","13","17","3","3","5","2","1","0","Konyaspor","Trabzonspor","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",26.7,30,0.675,"40782","29833",0
"T1",0027-12-20,"17:30","Besiktas","Genclerbirligi","4","1","H","0","1","A","17","4","6","3","12","9","8","5","2","4","0","2","Besiktas","Genclerbirligi","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",28.3,29,0.689,"20560","4862",0
"T1",0028-12-20,"12:00","Ankaragucu","Denizlispor","2","2","D","0","2","A","16","7","5","3","22","9","2","3","2","1","0","1","Ankaragucu","Denizlispor","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0028-12-20,"14:30","Buyuksehyr","Kasimpasa","5","1","H","4","0","H","14","18","9","6","21","12","5","8","2","3","0","0","Buyuksehyr","Kasimpasa","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0028-12-20,"14:30","Trabzonspor","Kayserispor","6","2","H","2","1","H","21","6","13","3","8","10","14","2","0","2","0","0","Trabzonspor","Kayserispor","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0028-12-20,"17:00","Galatasaray","Antalyaspor","5","0","H","3","0","H","12","7","8","3","16","18","6","3","2","4","0","0","Galatasaray","Antalyaspor","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",28.6,32,0.581,"32537","11534",0
"T1",0029-12-20,"11:00","Sivasspor","Goztep","1","0","H","0","0","D","10","3","4","0","17","13","3","1","1","1","0","0","Sivasspor","Goztep","2019/20",28.8,27,"0.475","27532",11918,0.432878105,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0029-12-20,"13:30","Alanyaspor","Konyaspor","2","1","H","1","1","D","16","4","7","2","8","13","11","1","1","4","0","0","Alanyaspor","Konyaspor","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0029-12-20,"13:30","Gaziantep","Yeni Malatyaspor","1","1","D","1","0","H","6","7","3","6","15","19","1","8","5","4","1","1","Gaziantep","Yeni Malatyaspor","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0029-12-20,"16:00","Rizespor","Fenerbahce","1","2","A","1","1","D","5","12","4","4","17","13","5","2","3","2","0","0","Rizespor","Fenerbahce","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0017-01-20,"17:00","Ankaragucu","Konyaspor","0","1","A","0","0","D","6","5","1","2","18","14","4","4","0","1","0","0","Ankaragucu","Konyaspor","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0018-01-20,"11:00","Alanyaspor","Kayserispor","5","1","H","1","0","H","16","9","8","5","10","17","2","2","0","2","0","1","Alanyaspor","Kayserispor","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0018-01-20,"14:00","Buyuksehyr","Yeni Malatyaspor","4","1","H","4","0","H","11","9","6","7","15","21","4","5","2","4","0","0","Buyuksehyr","Yeni Malatyaspor","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0018-01-20,"17:00","Gaziantep","Fenerbahce","0","2","A","0","0","D","10","10","3","6","15","19","4","3","5","5","0","1","Gaziantep","Fenerbahce","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0019-01-20,"10:30","Antalyaspor","Goztep","0","3","A","0","3","A","8","6","2","3","16","8","9","5","4","2","1","0","Antalyaspor","Goztep","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0019-01-20,"13:00","Galatasaray","Denizlispor","2","1","H","1","0","H","14","4","4","2","15","10","5","9","1","4","0","0","Galatasaray","Denizlispor","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0019-01-20,"13:00","Trabzonspor","Kasimpasa","6","0","H","3","0","H","12","3","9","2","15","14","5","2","1","4","0","1","Trabzonspor","Kasimpasa","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0019-01-20,"16:00","Besiktas","Sivasspor","1","2","A","1","2","A","12","9","7","5","5","21","14","5","2","6","0","1","Besiktas","Sivasspor","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",28.8,27,0.475,"27532","11918",0
"T1",0020-01-20,"17:00","Rizespor","Genclerbirligi","2","0","H","0","0","D","8","7","4","3","19","14","4","0","1","1","0","0","Rizespor","Genclerbirligi","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",28.3,29,0.689,"20560","4862",0
"T1",0024-01-20,"17:00","Genclerbirligi","Gaziantep","1","0","H","0","0","D","13","7","6","2","11","8","10","2","3","2","0","0","Genclerbirligi","Gaziantep","2019/20",28.3,29,"0.689","20560",4862,0.236478599,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0025-01-20,"11:00","Kayserispor","Ankaragucu","1","1","D","1","0","H","12","8","5","2","20","15","12","3","5","6","0","1","Kayserispor","Ankaragucu","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0025-01-20,"14:00","Kasimpasa","Alanyaspor","1","2","A","0","1","A","4","12","2","4","23","21","4","7","3","1","1","0","Kasimpasa","Alanyaspor","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",29.3,25,0.774,"10128","5309",0
"T1",0025-01-20,"17:00","Fenerbahce","Buyuksehyr","2","0","H","0","0","D","24","3","9","1","13","18","6","7","0","1","0","0","Fenerbahce","Buyuksehyr","2019/20",27.9,32,"0.553","47834",38143,0.797403521,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0026-01-20,"10:30","Denizlispor","Antalyaspor","0","3","A","0","2","A","9","8","3","6","12","16","8","4","2","2","0","0","Denizlispor","Antalyaspor","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",28.6,32,0.581,"32537","11534",0
"T1",0026-01-20,"13:00","Goztep","Besiktas","2","1","H","2","1","H","10","5","6","4","14","14","5","4","4","4","0","0","Goztep","Besiktas","2019/20",30.1,29,"0.586","19713",10401,0.527621367,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0026-01-20,"16:00","Konyaspor","Galatasaray","0","3","A","0","2","A","6","6","4","5","9","14","8","6","0","2","0","0","Konyaspor","Galatasaray","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",28.5,32,0.767,"52223","34990",0
"T1",0027-01-20,"17:00","Sivasspor","Rizespor","1","1","D","0","0","D","17","5","5","3","10","16","6","1","1","5","0","0","Sivasspor","Rizespor","2019/20",28.8,27,"0.475","27532",11918,0.432878105,1,"0",26.6,31,0.747,"15332","6488",0
"T1",0031-01-20,"17:00","Buyuksehyr","Genclerbirligi","3","1","H","1","1","D","9","14","3","5","11","13","3","8","1","1","0","0","Buyuksehyr","Genclerbirligi","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",28.3,29,0.689,"20560","4862",0
"T1",0001-02-20,"11:00","Antalyaspor","Konyaspor","0","0","D","0","0","D","6","15","2","3","16","10","12","4","3","0","0","0","Antalyaspor","Konyaspor","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0001-02-20,"14:00","Rizespor","Besiktas","1","2","A","1","1","D","14","7","4","2","15","10","4","4","3","0","0","0","Rizespor","Besiktas","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0001-02-20,"17:00","Trabzonspor","Fenerbahce","2","1","H","2","1","H","16","23","4","9","20","14","6","10","4","5","0","1","Trabzonspor","Fenerbahce","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0002-02-20,"10:30","Ankaragucu","Kasimpasa","1","1","D","0","1","A","11","19","3","3","14","15","3","9","3","3","0","0","Ankaragucu","Kasimpasa","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0002-02-20,"13:00","Alanyaspor","Yeni Malatyaspor","2","1","H","1","0","H","14","12","7","2","12","17","7","6","2","3","1","0","Alanyaspor","Yeni Malatyaspor","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0002-02-20,"13:00","Gaziantep","Sivasspor","5","1","H","3","1","H","11","21","7","8","13","14","6","2","3","4","0","0","Gaziantep","Sivasspor","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",28.8,27,0.475,"27532","11918",0
"T1",0002-02-20,"16:00","Galatasaray","Kayserispor","4","1","H","2","0","H","11","10","5","2","16","10","5","4","2","1","0","0","Galatasaray","Kayserispor","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0003-02-20,"17:00","Denizlispor","Goztep","1","1","D","0","1","A","19","8","7","3","11","14","8","1","4","4","0","0","Denizlispor","Goztep","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0007-02-20,"17:00","Yeni Malatyaspor","Ankaragucu","0","1","A","0","0","D","12","15","2","7","7","16","10","3","1","2","1","0","Yeni Malatyaspor","Ankaragucu","2019/20",28.4,27,"0.729","25745",8659,0.336337153,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0008-02-20,"11:00","Konyaspor","Denizlispor","0","0","D","0","0","D","20","10","5","2","14","18","7","4","2","1","0","0","Konyaspor","Denizlispor","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0008-02-20,"14:00","Besiktas","Gaziantep","3","0","H","0","0","D","17","11","8","2","14","13","10","5","3","2","0","0","Besiktas","Gaziantep","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0008-02-20,"14:00","Genclerbirligi","Trabzonspor","0","2","A","0","0","D","13","15","2","7","19","11","5","9","8","1","0","1","Genclerbirligi","Trabzonspor","2019/20",28.3,29,"0.689","20560",4862,0.236478599,1,"0",26.7,30,0.675,"40782","29833",0
"T1",0008-02-20,"17:00","Fenerbahce","Alanyaspor","1","1","D","0","1","A","15","5","3","2","11","13","5","2","3","4","0","0","Fenerbahce","Alanyaspor","2019/20",27.9,32,"0.553","47834",38143,0.797403521,1,"0",29.3,25,0.774,"10128","5309",0
"T1",0009-02-20,"10:30","Kayserispor","Antalyaspor","2","2","D","1","1","D","15","11","9","3","16","15","8","8","4","4","0","0","Kayserispor","Antalyaspor","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",28.6,32,0.581,"32537","11534",0
"T1",0009-02-20,"13:00","Sivasspor","Buyuksehyr","1","1","D","0","0","D","14","8","4","1","12","11","7","2","0","3","0","0","Sivasspor","Buyuksehyr","2019/20",28.8,27,"0.475","27532",11918,0.432878105,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0009-02-20,"16:00","Kasimpasa","Galatasaray","0","3","A","0","3","A","11","19","3","8","12","11","4","5","2","0","0","0","Kasimpasa","Galatasaray","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",28.5,32,0.767,"52223","34990",0
"T1",0014-02-20,"17:00","Buyuksehyr","Besiktas","1","0","H","0","0","D","6","19","3","7","14","11","0","5","3","3","0","0","Buyuksehyr","Besiktas","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0015-02-20,"11:00","Denizlispor","Kayserispor","0","1","A","0","0","D","9","17","3","4","11","19","10","5","0","0","0","0","Denizlispor","Kayserispor","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0015-02-20,"14:00","Konyaspor","Goztep","1","3","A","1","1","D","14","12","5","3","10","12","8","3","2","0","0","0","Konyaspor","Goztep","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0015-02-20,"17:00","Ankaragucu","Fenerbahce","2","1","H","1","0","H","9","16","3","7","13","12","1","2","1","2","0","0","Ankaragucu","Fenerbahce","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0016-02-20,"10:30","Alanyaspor","Genclerbirligi","0","1","A","0","0","D","23","14","11","6","11","8","3","7","3","2","0","0","Alanyaspor","Genclerbirligi","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",28.3,29,0.689,"20560","4862",0
"T1",0016-02-20,"13:00","Trabzonspor","Sivasspor","2","1","H","2","0","H","12","18","4","3","9","16","7","7","2","1","0","0","Trabzonspor","Sivasspor","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",28.8,27,0.475,"27532","11918",0
"T1",0016-02-20,"16:00","Galatasaray","Yeni Malatyaspor","1","0","H","1","0","H","18","10","3","4","8","20","6","5","2","3","0","0","Galatasaray","Yeni Malatyaspor","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0017-02-20,"17:00","Antalyaspor","Kasimpasa","3","1","H","0","0","D","16","6","9","3","12","15","3","5","4","3","0","0","Antalyaspor","Kasimpasa","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0017-02-20,"17:00","Gaziantep","Rizespor","2","0","H","0","0","D","21","6","3","1","14","14","7","2","3","4","0","1","Gaziantep","Rizespor","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",26.6,31,0.747,"15332","6488",0
"T1",0021-02-20,"17:00","Sivasspor","Alanyaspor","1","0","H","1","0","H","5","11","2","4","17","13","3","6","5","2","0","0","Sivasspor","Alanyaspor","2019/20",28.8,27,"0.475","27532",11918,0.432878105,1,"0",29.3,25,0.774,"10128","5309",0
"T1",0022-02-20,"11:00","Kayserispor","Konyaspor","2","2","D","1","2","A","17","11","6","4","15","15","8","1","3","5","0","0","Kayserispor","Konyaspor","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0022-02-20,"14:00","Goztep","Gaziantep","1","1","D","0","0","D","12","17","4","5","13","11","6","12","2","3","0","0","Goztep","Gaziantep","2019/20",30.1,29,"0.586","19713",10401,0.527621367,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0022-02-20,"17:00","Besiktas","Trabzonspor","2","2","D","0","1","A","29","9","9","3","12","17","14","5","2","2","0","0","Besiktas","Trabzonspor","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",26.7,30,0.675,"40782","29833",0
"T1",0023-02-20,"10:30","Yeni Malatyaspor","Antalyaspor","1","2","A","1","1","D","18","9","8","3","10","14","5","2","2","2","0","1","Yeni Malatyaspor","Antalyaspor","2019/20",28.4,27,"0.729","25745",8659,0.336337153,1,"0",28.6,32,0.581,"32537","11534",0
"T1",0023-02-20,"13:00","Genclerbirligi","Ankaragucu","1","0","H","0","0","D","14","10","5","5","20","15","6","2","3","3","0","0","Genclerbirligi","Ankaragucu","2019/20",28.3,29,"0.689","20560",4862,0.236478599,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0023-02-20,"16:00","Fenerbahce","Galatasaray","1","3","A","1","1","D","10","14","4","7","22","14","6","4","5","8","2","1","Fenerbahce","Galatasaray","2019/20",27.9,32,"0.553","47834",38143,0.797403521,1,"0",28.5,32,0.767,"52223","34990",0
"T1",0024-02-20,"17:00","Kasimpasa","Denizlispor","2","0","H","1","0","H","14","8","5","3","11","13","8","6","2","1","0","0","Kasimpasa","Denizlispor","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0024-02-20,"17:00","Rizespor","Buyuksehyr","1","2","A","0","1","A","17","21","6","5","11","14","4","2","0","1","0","0","Rizespor","Buyuksehyr","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0028-02-20,"17:00","Alanyaspor","Besiktas","1","2","A","1","0","H","8","18","2","5","10","11","4","5","1","0","0","0","Alanyaspor","Besiktas","2019/20",29.3,25,"0.774","10128",5309,0.524190363,1,"0",28.5,31,0.663,"41188","28239",0
"T1",0029-02-20,"11:00","Konyaspor","Kasimpasa","0","0","D","0","0","D","10","8","3","0","14","12","8","4","1","0","0","0","Konyaspor","Kasimpasa","2019/20",27.4,27,"0.635","42000",16005,0.381071429,1,"0",27.6,34,0.683,"13856","3033",0
"T1",0029-02-20,"14:00","Trabzonspor","Rizespor","5","2","H","0","1","A","17","18","6","3","11","8","6","3","3","2","1","0","Trabzonspor","Rizespor","2019/20",26.7,30,"0.675","40782",29833,0.731523711,1,"0",26.6,31,0.747,"15332","6488",0
"T1",0029-02-20,"17:00","Antalyaspor","Fenerbahce","2","2","D","0","1","A","12","17","4","4","15","10","8","2","6","1","1","0","Antalyaspor","Fenerbahce","2019/20",28.6,32,"0.581","32537",11534,0.354488736,1,"0",27.9,32,0.553,"47834","38143",0
"T1",0001-03-20,"10:30","Denizlispor","Yeni Malatyaspor","2","0","H","1","0","H","24","2","11","0","17","23","12","2","0","4","0","1","Denizlispor","Yeni Malatyaspor","2019/20",28.8,26,"0.66","18745",8612,0.459429181,1,"0",28.4,27,0.729,"25745","8659",0
"T1",0001-03-20,"13:00","Ankaragucu","Sivasspor","0","3","A","0","0","D","8","21","2","9","14","17","4","7","2","2","1","0","Ankaragucu","Sivasspor","2019/20",29.9,35,"0.708","20560",10773,0.523978599,1,"0",28.8,27,0.475,"27532","11918",0
"T1",0001-03-20,"16:00","Galatasaray","Genclerbirligi","3","0","H","2","0","H","12","9","6","2","7","10","5","10","1","4","0","0","Galatasaray","Genclerbirligi","2019/20",28.5,32,"0.767","52223",34990,0.670011298,1,"0",28.3,29,0.689,"20560","4862",0
"T1",0002-03-20,"17:00","Buyuksehyr","Gaziantep","3","1","H","0","0","D","20","22","10","8","9","7","7","4","1","0","0","0","Buyuksehyr","Gaziantep","2019/20",29.8,29,"0.72","17156",2892,0.168570762,1,"0",28.4,26,0.681,"33502","8618",0
"T1",0002-03-20,"17:00","Kayserispor","Goztep","1","0","H","0","0","D","9","13","3","2","17","13","0","5","4","1","0","0","Kayserispor","Goztep","2019/20",27.9,42,"0.71","32864",9536,0.290165531,1,"0",30.1,29,0.586,"19713","10401",0
"T1",0006-03-20,"17:00","Besiktas","Ankaragucu","2","1","H","1","0","H","12","12","2","5","14","17","1","5","3","5","0","0","Besiktas","Ankaragucu","2019/20",28.5,31,"0.663","41188",28239,0.685612314,1,"0",29.9,35,0.708,"20560","10773",0
"T1",0007-03-20,"11:00","Yeni Malatyaspor","Konyaspor","1","1","D","0","1","A","8","9","4","3","15","14","4","8","1","2","1","1","Yeni Malatyaspor","Konyaspor","2019/20",28.4,27,"0.729","25745",8659,0.336337153,1,"0",27.4,27,0.635,"42000","16005",0
"T1",0007-03-20,"14:00","Gaziantep","Trabzonspor","1","1","D","0","1","A","10","6","3","2","8","14","5","2","2","5","0","0","Gaziantep","Trabzonspor","2019/20",28.4,26,"0.681","33502",8618,0.257238374,1,"0",26.7,30,0.675,"40782","29833",0
"T1",0007-03-20,"14:00","Goztep","Buyuksehyr","0","3","A","0","1","A","17","12","1","4","10","10","7","0","1","2","0","1","Goztep","Buyuksehyr","2019/20",30.1,29,"0.586","19713",10401,0.527621367,1,"0",29.8,29,0.72,"17156","2892",0
"T1",0007-03-20,"17:00","Fenerbahce","Denizlispor","2","2","D","1","1","D","9","12","3","8","16","20","3","3","7","4","1","0","Fenerbahce","Denizlispor","2019/20",27.9,32,"0.553","47834",38143,0.797403521,1,"0",28.8,26,0.66,"18745","8612",0
"T1",0008-03-20,"10:30","Kasimpasa","Kayserispor","5","1","H","3","0","H","16","13","10","4","19","15","2","3","3","4","0","0","Kasimpasa","Kayserispor","2019/20",27.6,34,"0.683","13856",3033,0.218894342,1,"0",27.9,42,0.71,"32864","9536",0
"T1",0008-03-20,"13:00","Rizespor","Alanyaspor","1","1","D","0","1","A","12","22","4","5","10","15","2","5","1","3","0","0","Rizespor","Alanyaspor","2019/20",26.6,31,"0.747","15332",6488,0.423167232,1,"0",29.3,25,0.774,"10128","5309",0
