"League","date","Time","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","Home","Away","season","avg_age","players_used","foreigners_used","stadium_size","avg_att","occupancy","covid","covid_occupancy","avg_age_away","players_used_away","percentage_foreigners_used_away","NA","NA","NA"
"N1",0022-11-20,"13:30","For Sittard","Feyenoord","1","3","A","1","2","A","14","16","7","8","15","8","5","5","2","0","0","1","For Sittard","Feyenoord","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0022-11-20,"13:30","Sparta Rotterdam","Den Haag","6","0","H","1","0","H","22","2","13","1","7","10","7","0","1","2","0","0","Sparta Rotterdam","Den Haag","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0022-11-20,"15:45","Twente","PSV Eindhoven","1","1","D","0","1","A","11","16","4","5","16","8","2","9","1","2","0","0","Twente","PSV Eindhoven","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0022-11-20,"15:45","Waalwijk","Heerenveen","1","1","D","0","1","A","22","12","10","5","6","8","16","5","1","5","0","1","Waalwijk","Heerenveen","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0022-11-20,"19:00","AZ Alkmaar","FC Emmen","1","0","H","1","0","H","24","5","8","3","8","8","15","3","2","1","0","1","AZ Alkmaar","FC Emmen","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0027-11-20,"19:00","Twente","Waalwijk","0","2","A","0","2","A","14","10","6","7","17","11","4","8","4","0","0","0","Twente","Waalwijk","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0028-11-20,"17:45","FC Emmen","Ajax","0","5","A","0","3","A","3","27","1","12","12","10","0","12","0","1","0","0","FC Emmen","Ajax","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
"N1",0028-11-20,"19:00","Den Haag","Heerenveen","1","1","D","1","1","D","5","22","2","4","6","14","4","10","0","1","0","0","Den Haag","Heerenveen","24",34,0.36,"15000","3378",0.2252,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0028-11-20,"20:00","VVV Venlo","Zwolle","2","2","D","1","1","D","11","13","2","6","10","13","4","4","0","1","0","1","VVV Venlo","Zwolle","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0029-11-20,"11:15","Vitesse","For Sittard","2","0","H","0","0","D","20","11","4","2","8","18","7","1","0","3","0","0","Vitesse","For Sittard","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0029-11-20,"13:30","Feyenoord","Utrecht","1","1","D","0","0","D","9","16","2","7","7","13","4","8","1","1","0","0","Feyenoord","Utrecht","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",25.4,30,0.233,"23750","5000",0
"N1",0029-11-20,"13:30","Groningen","Willem II","1","0","H","0","0","D","18","4","3","1","12","12","6","4","0","1","0","0","Groningen","Willem II","23.5",27,0.517,"22550","6049",0.26824833702882,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0029-11-20,"15:45","Heracles","AZ Alkmaar","1","2","A","0","2","A","3","13","1","7","12","16","1","3","2","1","0","0","Heracles","AZ Alkmaar","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0029-11-20,"19:00","PSV Eindhoven","Sparta Rotterdam","1","0","H","0","0","D","11","4","5","0","9","10","7","1","1","3","0","0","PSV Eindhoven","Sparta Rotterdam","23.5",34,0.566,"35000","8000",0.22857142857143,1,0,"2020/21",25.9,22,0.365,"11026","3934",0
"N1",0004-12-20,"19:00","Sparta Rotterdam","FC Emmen","2","1","H","1","0","H","7","12","2","3","14","14","1","5","1","3","0","0","Sparta Rotterdam","FC Emmen","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0005-12-20,"15:30","Waalwijk","VVV Venlo","3","2","H","1","1","D","25","10","10","6","14","11","6","0","3","4","0","1","Waalwijk","VVV Venlo","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",26.9,29,0.578,"8000","1435",0
"N1",0005-12-20,"17:45","For Sittard","Willem II","3","2","H","3","0","H","7","11","4","3","14","14","2","8","1","5","0","1","For Sittard","Willem II","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0005-12-20,"19:00","Ajax","Twente","1","2","A","0","1","A","19","13","5","5","6","11","9","6","1","0","0","0","Ajax","Twente","24.5",29,0.541,"54990","13500",0.24549918166939,1,0,"2020/21",22.9,28,0.428,"30205","8000",0
"N1",0005-12-20,"20:00","Zwolle","Vitesse","2","1","H","0","1","A","16","12","5","4","14","14","4","2","2","2","0","1","Zwolle","Vitesse","24.8",26,0.368,"14000","2963",0.21164285714286,1,0,"2020/21",24.2,25,0.646,"21248","4914",0
"N1",0006-12-20,"11:15","Feyenoord","Heracles","0","0","D","0","0","D","20","4","7","3","12","10","8","2","0","5","0","1","Feyenoord","Heracles","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",23.9,26,0.506,"12400","2892",0
"N1",0006-12-20,"13:30","AZ Alkmaar","Groningen","1","2","A","1","0","H","5","16","2","3","10","16","7","10","7","1","2","1","AZ Alkmaar","Groningen","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0006-12-20,"13:30","Utrecht","Den Haag","1","1","D","0","0","D","20","9","6","2","16","9","6","3","3","4","1","0","Utrecht","Den Haag","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0006-12-20,"15:45","Heerenveen","PSV Eindhoven","2","2","D","0","1","A","12","12","7","4","1","4","6","10","0","2","0","0","Heerenveen","PSV Eindhoven","23.4",23,0.317,"27224","5250",0.19284454892742,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0011-12-20,"19:00","Heracles","For Sittard","1","2","A","0","1","A","14","5","4","1","11","15","7","2","1","4","0","0","Heracles","For Sittard","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0012-12-20,"15:30","Groningen","Waalwijk","2","0","H","0","0","D","8","11","4","3","7","17","2","6","2","2","0","0","Groningen","Waalwijk","23.5",27,0.517,"22550","6049",0.26824833702882,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0012-12-20,"17:45","FC Emmen","Den Haag","1","1","D","0","1","A","27","7","7","2","10","5","7","2","1","1","0","0","FC Emmen","Den Haag","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0012-12-20,"19:00","Ajax","Zwolle","4","0","H","3","0","H","22","6","13","3","15","8","14","1","0","0","0","0","Ajax","Zwolle","24.5",29,0.541,"54990","13500",0.24549918166939,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0013-12-20,"11:15","Vitesse","Heerenveen","1","1","D","1","0","H","16","14","7","6","21","22","6","1","2","2","0","0","Vitesse","Heerenveen","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0013-12-20,"13:30","VVV Venlo","Feyenoord","0","3","A","0","0","D","8","21","3","8","12","14","5","6","0","0","0","0","VVV Venlo","Feyenoord","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0013-12-20,"13:30","Willem II","Sparta Rotterdam","1","3","A","0","2","A","8","18","3","9","7","14","6","5","3","1","0","0","Willem II","Sparta Rotterdam","24.3",30,0.633,"14700","3908",0.26585034013605,1,0,"2020/21",25.9,22,0.365,"11026","3934",0
"N1",0013-12-20,"15:45","PSV Eindhoven","Utrecht","2","1","H","2","0","H","6","15","3","8","10","15","3","9","1","1","0","0","PSV Eindhoven","Utrecht","23.5",34,0.566,"35000","8000",0.22857142857143,1,0,"2020/21",25.4,30,0.233,"23750","5000",0
"N1",0013-12-20,"19:00","Twente","AZ Alkmaar","1","3","A","0","2","A","13","13","5","7","13","8","6","4","2","0","1","0","Twente","AZ Alkmaar","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0018-12-20,"19:00","Zwolle","FC Emmen","0","0","D","0","0","D","16","5","5","3","5","12","7","8","0","0","0","0","Zwolle","FC Emmen","24.8",26,0.368,"14000","2963",0.21164285714286,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0019-12-20,"15:30","Sparta Rotterdam","Groningen","2","3","A","1","1","D","15","12","4","6","7","8","8","6","1","0","0","0","Sparta Rotterdam","Groningen","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0019-12-20,"17:45","VVV Venlo","Twente","1","2","A","0","1","A","6","18","1","9","12","15","3","8","2","2","0","0","VVV Venlo","Twente","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",22.9,28,0.428,"30205","8000",0
"N1",0019-12-20,"19:00","Waalwijk","PSV Eindhoven","1","4","A","0","2","A","15","17","4","10","12","8","7","4","1","2","0","0","Waalwijk","PSV Eindhoven","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0019-12-20,"20:00","Utrecht","For Sittard","1","1","D","0","0","D","21","14","5","7","7","9","12","2","1","2","0","0","Utrecht","For Sittard","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0020-12-20,"11:15","Vitesse","Feyenoord","1","0","H","1","0","H","12","24","4","4","22","14","4","8","4","1","0","0","Vitesse","Feyenoord","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0020-12-20,"13:30","Den Haag","Ajax","2","4","A","0","4","A","5","30","3","12","6","3","2","11","0","0","0","0","Den Haag","Ajax","24",34,0.36,"15000","3378",0.2252,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
"N1",0020-12-20,"13:30","Heerenveen","Heracles","1","2","A","0","1","A","16","8","2","2","10","12","6","3","1","2","1","0","Heerenveen","Heracles","23.4",23,0.317,"27224","5250",0.19284454892742,1,0,"2020/21",23.9,26,0.506,"12400","2892",0
"N1",0020-12-20,"15:45","AZ Alkmaar","Willem II","5","3","H","2","2","D","19","11","8","5","9","10","3","3","0","1","0","0","AZ Alkmaar","Willem II","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0022-12-20,"15:30","For Sittard","Waalwijk","2","1","H","1","1","D","18","10","7","4","10","11","8","5","3","1","0","0","For Sittard","Waalwijk","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0022-12-20,"17:45","FC Emmen","Utrecht","2","3","A","2","1","H","15","16","4","6","10","12","4","3","0","0","0","0","FC Emmen","Utrecht","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",25.4,30,0.233,"23750","5000",0
"N1",0022-12-20,"19:00","PSV Eindhoven","VVV Venlo","4","1","H","1","1","D","29","4","9","1","6","9","10","3","0","0","0","0","PSV Eindhoven","VVV Venlo","23.5",34,0.566,"35000","8000",0.22857142857143,1,0,"2020/21",26.9,29,0.578,"8000","1435",0
"N1",0022-12-20,"20:00","Twente","Sparta Rotterdam","0","2","A","0","1","A","10","12","1","6","8","13","5","3","1","0","0","0","Twente","Sparta Rotterdam","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",25.9,22,0.365,"11026","3934",0
"N1",0023-12-20,"15:30","AZ Alkmaar","Vitesse","3","1","H","2","0","H","11","16","4","5","11","11","4","3","0","0","0","0","AZ Alkmaar","Vitesse","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",24.2,25,0.646,"21248","4914",0
"N1",0023-12-20,"17:45","Willem II","Ajax","1","1","D","0","1","A","10","32","5","8","6","7","0","12","0","1","0","0","Willem II","Ajax","24.3",30,0.633,"14700","3908",0.26585034013605,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
"N1",0023-12-20,"19:00","Den Haag","Zwolle","0","2","A","0","0","D","8","20","1","6","10","9","4","4","1","1","0","0","Den Haag","Zwolle","24",34,0.36,"15000","3378",0.2252,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0023-12-20,"19:00","Groningen","Heracles","0","1","A","0","0","D","13","8","5","2","15","10","5","1","1","0","0","0","Groningen","Heracles","23.5",27,0.517,"22550","6049",0.26824833702882,1,0,"2020/21",23.9,26,0.506,"12400","2892",0
"N1",0023-12-20,"20:00","Feyenoord","Heerenveen","3","0","H","0","0","D","28","11","9","4","9","9","6","1","0","1","0","0","Feyenoord","Heerenveen","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0027-12-20,"13:30","Utrecht","AZ Alkmaar","2","2","D","1","0","H","14","12","6","6","13","4","8","4","3","0","0","0","Utrecht","AZ Alkmaar","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0009-01-20,"15:30","Waalwijk","Den Haag","0","1","A","0","1","A","17","11","5","5","19","14","2","5","1","2","0","0","Waalwijk","Den Haag","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0009-01-20,"17:45","FC Emmen","Twente","1","4","A","0","3","A","8","10","1","6","13","12","2","2","0","1","0","0","FC Emmen","Twente","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",22.9,28,0.428,"30205","8000",0
"N1",0009-01-20,"19:00","Heracles","Vitesse","0","2","A","0","1","A","12","12","5","3","7","13","3","7","3","1","0","0","Heracles","Vitesse","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",24.2,25,0.646,"21248","4914",0
"N1",0009-01-20,"19:00","Zwolle","AZ Alkmaar","1","1","D","1","0","H","5","15","2","4","8","10","3","11","1","0","0","0","Zwolle","AZ Alkmaar","24.8",26,0.368,"14000","2963",0.21164285714286,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0009-01-20,"20:00","Utrecht","Groningen","2","2","D","1","2","A","19","7","6","2","11","6","9","2","2","1","0","0","Utrecht","Groningen","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0010-01-20,"11:15","Sparta Rotterdam","Feyenoord","0","2","A","0","1","A","11","13","1","3","10","10","6","4","2","0","0","0","Sparta Rotterdam","Feyenoord","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0010-01-20,"13:30","Heerenveen","For Sittard","1","3","A","0","3","A","10","9","2","4","16","12","5","4","0","0","0","0","Heerenveen","For Sittard","23.4",23,0.317,"27224","5250",0.19284454892742,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0010-01-20,"13:30","VVV Venlo","Willem II","2","1","H","0","1","A","12","17","4","6","18","10","5","1","1","2","0","0","VVV Venlo","Willem II","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0010-01-20,"15:45","Ajax","PSV Eindhoven","2","2","D","1","2","A","11","7","4","7","8","8","6","6","1","1","0","0","Ajax","PSV Eindhoven","24.5",29,0.541,"54990","13500",0.24549918166939,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0012-01-20,"17:45","Vitesse","Utrecht","1","0","H","1","0","H","16","8","4","5","12","21","8","7","1","1","0","0","Vitesse","Utrecht","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",25.4,30,0.233,"23750","5000",0
"N1",0012-01-20,"20:00","Heracles","FC Emmen","4","0","H","2","0","H","20","8","11","1","8","13","12","4","0","2","0","0","Heracles","FC Emmen","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0013-01-20,"17:45","PSV Eindhoven","AZ Alkmaar","1","3","A","0","2","A","14","6","3","4","12","12","7","3","3","3","0","0","PSV Eindhoven","AZ Alkmaar","23.5",34,0.566,"35000","8000",0.22857142857143,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0013-01-20,"19:00","Den Haag","VVV Venlo","1","4","A","0","1","A","14","15","4","8","12","12","6","1","3","3","0","0","Den Haag","VVV Venlo","24",34,0.36,"15000","3378",0.2252,1,0,"2020/21",26.9,29,0.578,"8000","1435",0
"N1",0013-01-20,"19:00","For Sittard","Sparta Rotterdam","0","1","A","0","0","D","9","19","4","5","14","12","4","5","3","0","0","0","For Sittard","Sparta Rotterdam","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",25.9,22,0.365,"11026","3934",0
"N1",0013-01-20,"20:00","Feyenoord","Zwolle","1","0","H","0","0","D","21","8","4","2","6","5","10","5","0","0","0","0","Feyenoord","Zwolle","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0014-01-20,"17:45","Heerenveen","Waalwijk","1","1","D","1","0","H","10","15","6","4","8","6","3","9","1","1","0","0","Heerenveen","Waalwijk","23.4",23,0.317,"27224","5250",0.19284454892742,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0014-01-20,"19:00","Twente","Ajax","1","3","A","0","1","A","12","21","5","12","8","11","5","6","1","0","0","0","Twente","Ajax","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
"N1",0014-01-20,"20:00","Willem II","Groningen","2","3","A","0","0","D","16","11","6","4","5","10","5","5","0","1","0","0","Willem II","Groningen","24.3",30,0.633,"14700","3908",0.26585034013605,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0016-01-20,"15:30","FC Emmen","Vitesse","1","4","A","0","2","A","6","15","4","10","14","11","0","1","3","3","0","0","FC Emmen","Vitesse","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",24.2,25,0.646,"21248","4914",0
"N1",0016-01-20,"17:45","Sparta Rotterdam","PSV Eindhoven","3","5","A","1","1","D","12","11","5","7","12","7","5","3","1","0","0","0","Sparta Rotterdam","PSV Eindhoven","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0016-01-20,"19:00","Utrecht","Heracles","2","0","H","1","0","H","16","3","8","0","13","12","8","1","2","1","0","0","Utrecht","Heracles","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",23.9,26,0.506,"12400","2892",0
"N1",0016-01-20,"19:00","Zwolle","For Sittard","0","2","A","0","0","D","8","13","2","7","12","13","5","7","0","0","0","0","Zwolle","For Sittard","24.8",26,0.368,"14000","2963",0.21164285714286,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0016-01-20,"20:00","AZ Alkmaar","Den Haag","2","1","H","0","0","D","19","3","5","2","5","6","17","0","0","0","0","0","AZ Alkmaar","Den Haag","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0017-01-20,"11:15","Waalwijk","Willem II","1","1","D","1","0","H","17","13","7","6","12","21","2","1","1","2","0","0","Waalwijk","Willem II","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0017-01-20,"13:30","Groningen","Twente","2","2","D","0","2","A","17","10","6","5","8","9","6","6","1","2","0","0","Groningen","Twente","23.5",27,0.517,"22550","6049",0.26824833702882,1,0,"2020/21",22.9,28,0.428,"30205","8000",0
"N1",0017-01-20,"13:30","VVV Venlo","Heerenveen","1","1","D","0","0","D","7","20","2","7","9","8","1","8","2","1","0","0","VVV Venlo","Heerenveen","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0017-01-20,"15:45","Ajax","Feyenoord","1","0","H","1","0","H","12","9","2","4","17","13","6","3","0","0","0","0","Ajax","Feyenoord","24.5",29,0.541,"54990","13500",0.24549918166939,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0022-01-20,"19:00","Willem II","Zwolle","1","3","A","1","0","H","9","21","4","6","11","12","5","4","1","1","1","0","Willem II","Zwolle","24.3",30,0.633,"14700","3908",0.26585034013605,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0023-01-20,"15:30","Den Haag","FC Emmen","0","0","D","0","0","D","13","13","4","4","4","6","7","4","2","0","0","0","Den Haag","FC Emmen","24",34,0.36,"15000","3378",0.2252,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0023-01-20,"17:45","Vitesse","Groningen","1","0","H","1","0","H","15","4","4","1","17","19","6","3","2","2","0","0","Vitesse","Groningen","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0023-01-20,"19:00","PSV Eindhoven","Waalwijk","2","0","H","1","0","H","12","7","5","3","13","4","3","4","1","1","0","0","PSV Eindhoven","Waalwijk","23.5",34,0.566,"35000","8000",0.22857142857143,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0023-01-20,"20:00","Heracles","Heerenveen","1","0","H","0","0","D","9","6","3","2","9","11","6","4","1","1","0","0","Heracles","Heerenveen","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0024-01-20,"11:15","For Sittard","Ajax","1","2","A","0","1","A","8","19","5","8","10","17","4","10","1","2","1","0","For Sittard","Ajax","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
"N1",0024-01-20,"13:30","Twente","VVV Venlo","0","1","A","0","0","D","21","7","5","6","15","14","8","1","2","1","0","0","Twente","VVV Venlo","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",26.9,29,0.578,"8000","1435",0
"N1",0024-01-20,"13:30","Utrecht","Sparta Rotterdam","1","0","H","0","0","D","11","11","2","1","10","8","6","5","1","1","0","0","Utrecht","Sparta Rotterdam","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",25.9,22,0.365,"11026","3934",0
"N1",0024-01-20,"15:45","Feyenoord","AZ Alkmaar","2","3","A","1","1","D","13","13","6","8","17","8","4","4","1","0","0","0","Feyenoord","AZ Alkmaar","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",23.4,24,0.401,"17023","3500",0
"N1",0026-01-20,"17:45","Zwolle","Heracles","2","2","D","0","2","A","10","7","4","4","13","3","6","2","1","2","0","0","Zwolle","Heracles","24.8",26,0.368,"14000","2963",0.21164285714286,1,0,"2020/21",23.9,26,0.506,"12400","2892",0
"N1",0026-01-20,"19:00","FC Emmen","PSV Eindhoven","0","2","A","0","0","D","5","20","2","9","9","5","4","11","0","0","0","0","FC Emmen","PSV Eindhoven","26.2",32,0.399,"8309","2405",0.28944517992538,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0026-01-20,"20:00","Groningen","Den Haag","3","0","H","2","0","H","14","7","6","1","13","14","4","5","0","2","0","0","Groningen","Den Haag","23.5",27,0.517,"22550","6049",0.26824833702882,1,0,"2020/21",24,34,0.36,"15000","3378",0
"N1",0027-01-20,"17:45","AZ Alkmaar","Utrecht","0","1","A","0","0","D","11","12","3","5","12","14","5","2","1","2","0","0","AZ Alkmaar","Utrecht","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",25.4,30,0.233,"23750","5000",0
"N1",0027-01-20,"19:00","VVV Venlo","Vitesse","4","1","H","3","0","H","11","24","6","5","15","14","5","4","1","1","0","0","VVV Venlo","Vitesse","26.9",29,0.578,"8000","1435",0.179375,1,0,"2020/21",24.2,25,0.646,"21248","4914",0
"N1",0027-01-20,"19:00","Waalwijk","For Sittard","1","2","A","0","0","D","14","15","7","9","13","8","8","5","1","1","0","0","Waalwijk","For Sittard","24.9",27,0.67,"7508","1967",0.26198721363879,1,0,"2020/21",25.2,29,0.588,"12500","2913",0
"N1",0027-01-20,"20:00","Heerenveen","Feyenoord","3","0","H","2","0","H","15","15","6","1","11","5","6","9","1","1","0","0","Heerenveen","Feyenoord","23.4",23,0.317,"27224","5250",0.19284454892742,1,0,"2020/21",26.1,29,0.337,"47500","13000",0
"N1",0028-01-20,"20:00","Ajax","Willem II","3","1","H","0","0","D","27","7","9","4","14","6","7","1","2","0","0","0","Ajax","Willem II","24.5",29,0.541,"54990","13500",0.24549918166939,1,0,"2020/21",24.3,30,0.633,"14700","3908",0
"N1",0028-01-20,"17:45","Sparta Rotterdam","Twente","0","0","D","0","0","D","12","6","5","2","4","7","1","5","1","0","0","0","Sparta Rotterdam","Twente","25.9",22,0.365,"11026","3934",0.35679303464538,1,0,"2020/21",22.9,28,0.428,"30205","8000",0
"N1",0030-01-20,"15:30","Heracles","Groningen","1","0","H","1","0","H","8","13","3","3","14","15","5","4","0","1","0","0","Heracles","Groningen","23.9",26,0.506,"12400","2892",0.23322580645161,1,0,"2020/21",23.5,27,0.517,"22550","6049",0
"N1",0030-01-20,"17:45","Utrecht","Zwolle","3","3","D","1","2","A","19","10","8","4","13","13","16","3","2","1","0","1","Utrecht","Zwolle","25.4",30,0.233,"23750","5000",0.21052631578947,1,0,"2020/21",24.8,26,0.368,"14000","2963",0
"N1",0030-01-20,"19:00","For Sittard","VVV Venlo","3","2","H","1","0","H","9","12","7","3","16","10","2","4","2","3","0","0","For Sittard","VVV Venlo","25.2",29,0.588,"12500","2913",0.23304,1,0,"2020/21",26.9,29,0.578,"8000","1435",0
"N1",0030-01-20,"20:00","Vitesse","Waalwijk","1","1","D","0","0","D","11","11","6","5","11","11","11","5","1","2","0","0","Vitesse","Waalwijk","24.2",25,0.646,"21248","4914",0.2312688253012,1,0,"2020/21",24.9,27,0.67,"7508","1967",0
"N1",0031-01-20,"11:15","Twente","Heerenveen","0","0","D","0","0","D","19","4","4","1","10","7","8","5","2","1","0","0","Twente","Heerenveen","22.9",28,0.428,"30205","8000",0.26485681178613,1,0,"2020/21",23.4,23,0.317,"27224","5250",0
"N1",0031-01-20,"13:30","Feyenoord","PSV Eindhoven","3","1","H","3","0","H","6","17","5","6","12","10","0","13","1","2","0","0","Feyenoord","PSV Eindhoven","26.1",29,0.337,"47500","13000",0.27368421052632,1,0,"2020/21",23.5,34,0.566,"35000","8000",0
"N1",0031-01-20,"13:30","Willem II","FC Emmen","2","0","H","1","0","H","12","18","4","2","14","12","1","5","0","1","0","0","Willem II","FC Emmen","24.3",30,0.633,"14700","3908",0.26585034013605,1,0,"2020/21",26.2,32,0.399,"8309","2405",0
"N1",0031-01-20,"15:45","AZ Alkmaar","Ajax","0","3","A","0","1","A","8","13","3","7","7","13","2","3","0","0","0","0","AZ Alkmaar","Ajax","23.4",24,0.401,"17023","3500",0.20560418257651,1,0,"2020/21",24.5,29,0.541,"54990","13500",0
