"Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","avg_age_home","players_used_home","foreigners_home","stadium_size","avg_attendance","occupancy","avg_age_away","players_used_away","foreigners_away","season","league","spi1","spi2","prob1","prob2","probtie","proj_score1","proj_score2","importance1","importance2","xg1","xg2","nsxg1","nsxg2","adj_score1","adj_score2","yel_card_spread","rating_diff","xg_diff","age_diff","red_card_spread","importance_diff","covid","home_win","away_win","draw","home_points","away_points","yel_card_ratio_home","red_card_ratio_home","yel_card_ratio_away","red_card_ratio_away","home_points_percentage_total","away_points_percentage_total","shots_ratio_home","shots_ratio_away","goal_diff","diff_point"
2020-12-13,"Leverkusen","Hoffenheim",4,1,"H",13,11,8,4,12,13,6,5,3,6,0,2,25.6,28,0.649,"30210","6042",0.2,25.5,30,0.727,2020,"German Bundesliga",81.48,72.37,0.5697,0.2039,0.2264,1.98,1.1,66.8,32.2,1.91,1.76,1.76,0.86,3.57,1.05,-3,9.11,0.15,0.100000000000001,-2,34.6,1,1,0,0,3,0,0.25,0.25,0.461538461538462,0.153846153846154,1,0,0.615384615384615,0.363636363636364,3,3
2020-12-15,"Ein Frankfurt","M'gladbach",3,3,"D",11,8,4,4,18,15,4,5,6,4,1,0,27.1,24,0.753,"51500","7250",0.14077669902913,26.7,23,0.596,2020,"German Bundesliga",71.93,76.86,0.3508,0.407,0.2422,1.57,1.7,26.7,55.8,1.95,1.27,1.02,1.09,3.15,2.73,2,-4.92999999999999,0.68,0.400000000000002,1,-29.1,1,0,0,1,1,1,0.333333333333333,0.333333333333333,0.266666666666667,0,0.5,0.5,0.363636363636364,0.5,0,0
2020-12-15,"Hertha","Mainz",0,0,"D",9,5,0,0,17,11,5,4,3,1,0,0,25,29,0.664,"74649","4000",0.053584106953877,25.6,31,0.573,2020,"German Bundesliga",70.06,59.58,0.5063,0.2495,0.2442,1.78,1.18,14.2,49,0.59,0.84,1.31,0.61,0,0,2,10.48,-0.25,-0.600000000000001,0,-34.8,1,0,0,1,1,1,0.176470588235294,0.176470588235294,0.0909090909090909,0,0.5,0.5,0,0,0,0
2020-12-15,"Stuttgart","Union Berlin",2,2,"D",13,15,6,6,15,14,2,3,3,3,0,0,23.9,26,0.591,"60449","8750",0.14475011993581,26.9,27,0.303,2020,"German Bundesliga",69.37,69.65,0.4386,0.2936,0.2678,1.5,1.18,27.7,23.2,2.25,0.95,1.24,1.04,2.1,1.94,0,-0.280000000000001,1.3,-3,0,4.5,1,0,0,1,1,1,0.2,0.2,0.214285714285714,0,0.5,0.5,0.461538461538462,0.4,0,0
2020-12-15,"Werder Bremen","Dortmund",1,2,"A",7,15,3,9,10,13,4,4,3,2,0,0,25.8,26,0.667,"42100","8400",0.19952494061758,24.8,26,0.656,2020,"German Bundesliga",63.99,83.96,0.1796,0.5962,0.2242,0.98,1.97,19.3,63.4,0.18,4.05,0.77,1.8,1.05,2.1,1,-19.97,-3.87,1,0,-44.1,1,0,1,0,0,3,0.3,0.3,0.153846153846154,0,0,1,0.428571428571429,0.6,-1,-3
2020-12-16,"Schalke 04","Freiburg",0,2,"A",10,11,2,5,15,9,2,3,2,1,0,0,25.6,35,0.608,"62271","300",0.0048176518764754,26,22,0.432,2020,"German Bundesliga",54.17,64.58,0.3431,0.3951,0.2619,1.36,1.48,50.5,26.3,0.45,1.23,0.93,0.89,0,2.1,1,-10.41,-0.78,-0.399999999999999,0,24.2,1,0,1,0,0,3,0.133333333333333,0.133333333333333,0.111111111111111,0,0,1,0.2,0.454545454545455,-2,-3
2020-12-16,"Bayern Munich","Wolfsburg",2,1,"H",13,17,2,7,14,16,7,7,3,1,0,0,26.8,26,0.458,"75024","0",0,25.6,25,0.756,2020,"German Bundesliga",91.69,73.96,0.7712,0.0834,0.1454,2.74,0.81,78.6,57.6,1.49,1.24,2.31,1.14,2.1,1.05,2,17.73,0.25,1.2,0,21,1,1,0,0,3,0,0.214285714285714,0.214285714285714,0.0625,0,1,0,0.153846153846154,0.411764705882353,1,3
2020-12-16,"Bielefeld","Augsburg",0,1,"A",12,8,2,2,14,15,1,3,1,2,0,0,26,26,0.539,"26515","5460",0.20592117669244,26.6,24,0.595,2020,"German Bundesliga",55.05,60.64,0.3832,0.322,0.2948,1.22,1.09,50.2,28.6,0.71,0.44,0.83,0.86,0,1.05,-1,-5.59,0.27,-0.600000000000001,0,21.6,1,0,1,0,0,3,0.0714285714285714,0.0714285714285714,0.133333333333333,0,0,1,0.166666666666667,0.25,-1,-3
2020-12-16,"FC Koln","Leverkusen",0,4,"A",7,14,1,7,12,12,2,6,1,1,0,0,24.4,27,0.403,"50000","300",0.006,25.6,28,0.649,2020,"German Bundesliga",64.44,81.74,0.2181,0.5383,0.2436,1.05,1.79,22.8,57,0.47,1.62,0.81,1.63,0,4.2,0,-17.3,-1.15,-1.2,0,-34.2,1,0,1,0,0,3,0.0833333333333333,0.0833333333333333,0.0833333333333333,0,0,1,0.142857142857143,0.5,-4,-3
2020-12-16,"Hoffenheim","RB Leipzig",0,1,"A",7,4,3,3,16,14,5,5,2,0,0,0,25.5,30,0.727,"30150","6165",0.2044776119403,24.7,23,0.887,2020,"German Bundesliga",71.94,84.13,0.2718,0.4946,0.2336,1.37,1.91,23.9,49.1,0.74,0.54,1.03,0.45,0,1.05,2,-12.19,0.2,0.800000000000001,0,-25.2,1,0,1,0,0,3,0.125,0.125,0,0,0,1,0.428571428571429,0.75,-1,-3
2020-12-18,"Union Berlin","Dortmund",2,1,"H",12,16,5,4,9,7,8,6,1,1,0,0,26.9,27,0.303,"22012","4467",0.20293476285662,24.8,26,0.656,2020,"German Bundesliga",69.31,84.8,0.2104,0.5497,0.2399,1.04,1.82,22.8,66.2,1.42,1.26,0.69,1.54,2.1,1.05,0,-15.49,0.16,2.1,0,-43.4,1,1,0,0,3,0,0.111111111111111,0.111111111111111,0.142857142857143,0,1,0,0.416666666666667,0.25,1,3
2020-12-19,"Augsburg","Ein Frankfurt",0,2,"A",15,15,4,6,9,10,2,4,1,4,0,0,26.6,24,0.595,"30660","6000",0.19569471624266,27.1,24,0.753,2020,"German Bundesliga",61.39,72.23,0.298,0.4363,0.2657,1.2,1.51,15.7,18.4,1.64,2.35,1.59,1.13,0,1.68,-3,-10.84,-0.71,-0.5,0,-2.7,1,0,1,0,0,3,0.111111111111111,0.111111111111111,0.4,0,0,1,0.266666666666667,0.4,-2,-3
2020-12-19,"Mainz","Werder Bremen",0,1,"A",9,13,1,7,15,11,2,5,2,2,0,0,25.6,31,0.573,"34000","3403",0.10008823529412,25.8,26,0.667,2020,"German Bundesliga",60.37,62.77,0.4344,0.301,0.2647,1.52,1.22,56.3,31.7,0.45,1.27,1.19,1.08,0,1.05,0,-2.40000000000001,-0.82,-0.199999999999999,0,24.6,1,0,1,0,0,3,0.133333333333333,0.133333333333333,0.181818181818182,0,0,1,0.111111111111111,0.538461538461538,-1,-3
2020-12-19,"M'gladbach","Hoffenheim",1,2,"A",15,14,5,5,13,22,3,3,1,3,1,0,26.7,23,0.596,"54022","5342",0.098885639184036,25.5,30,0.727,2020,"German Bundesliga",76.47,72.2,0.5164,0.2569,0.2266,2.01,1.37,46.8,16.5,2.03,2.09,0.9,1.47,1.05,1.89,-2,4.27,-0.0600000000000001,1.2,1,30.3,1,0,1,0,0,3,0.0769230769230769,0.0769230769230769,0.136363636363636,0,0,1,0.333333333333333,0.357142857142857,-1,-3
2020-12-19,"RB Leipzig","FC Koln",0,0,"D",14,4,6,1,11,8,8,2,1,0,0,0,24.7,23,0.887,"42146","8500",0.20167987472121,24.4,27,0.403,2020,"German Bundesliga",84.24,62.82,0.7029,0.1066,0.1905,2.18,0.71,48.2,26,1.69,0.23,2.52,0.21,0,0,1,21.42,1.46,0.300000000000001,0,22.2,1,0,0,1,1,1,0.0909090909090909,0.0909090909090909,0,0,0.5,0.5,0.428571428571429,0.25,0,0
2020-12-19,"Schalke 04","Bielefeld",0,1,"A",11,8,5,3,17,19,1,6,6,5,0,0,25.6,35,0.608,"62271","300",0.0048176518764754,26,26,0.539,2020,"German Bundesliga",53.43,54.85,0.4133,0.2987,0.288,1.31,1.07,47.2,53.3,0.46,0.99,0.76,1.32,0,1.05,1,-1.42,-0.53,-0.399999999999999,0,-6.09999999999999,1,0,1,0,0,3,0.352941176470588,0.352941176470588,0.263157894736842,0,0,1,0.454545454545455,0.375,-1,-3
2020-12-19,"Leverkusen","Bayern Munich",1,2,"A",8,14,3,3,13,6,5,7,1,1,0,0,25.6,28,0.649,"30210","6042",0.2,26.8,26,0.458,2020,"German Bundesliga",82.98,91.34,0.2701,0.5002,0.2297,1.4,1.96,77.5,100,0.29,1.53,0.89,2.16,1.05,2.1,0,-8.36,-1.24,-1.2,0,-22.5,1,0,1,0,0,3,0.0769230769230769,0.0769230769230769,0.166666666666667,0,0,1,0.375,0.214285714285714,-1,-3
2020-12-20,"Freiburg","Hertha",4,1,"H",17,10,9,3,9,16,7,3,0,0,0,0,26,22,0.432,"24000","3200",0.13333333333333,25,29,0.664,2020,"German Bundesliga",65.73,69.95,0.3902,0.3397,0.2701,1.4,1.29,14.8,10.8,2.9,1.19,2.21,0.94,3.68,1.05,0,-4.22,1.71,1,0,4,1,1,0,0,3,0,0,0,0,0,1,0,0.529411764705882,0.3,3,3
2020-12-20,"Wolfsburg","Stuttgart",1,0,"H",13,9,4,1,15,7,4,6,2,3,0,0,25.6,25,0.756,"30000","2566",0.085533333333333,23.9,26,0.591,2020,"German Bundesliga",74.62,69.55,0.5032,0.2488,0.248,1.74,1.15,52.2,30.9,1.66,1.27,1.46,1.27,1.05,0,-1,5.07000000000001,0.39,1.7,0,21.3,1,1,0,0,3,0,0.133333333333333,0.133333333333333,0.428571428571429,0,1,0,0.307692307692308,0.111111111111111,1,3
2021-01-02,"Bielefeld","M'gladbach",0,1,"A",7,22,0,7,8,7,3,14,2,1,0,0,26,26,0.539,"26515","5460",0.20592117669244,26.7,23,0.596,2020,"German Bundesliga",56.33,75.64,0.2236,0.5311,0.2454,1.06,1.77,46.7,40.2,0.79,2.25,1.03,2.5,0,1.05,1,-19.31,-1.46,-0.699999999999999,0,6.5,1,0,1,0,0,3,0.25,0.25,0.142857142857143,0,0,1,0,0.318181818181818,-1,-3
2021-01-02,"Ein Frankfurt","Leverkusen",2,1,"H",10,10,4,2,9,6,2,7,0,0,0,0,27.1,24,0.753,"51500","7250",0.14077669902913,25.6,28,0.649,2020,"German Bundesliga",72.58,82.44,0.2977,0.4486,0.2536,1.29,1.64,31.8,56.8,1.51,0.82,1.01,1.38,2.1,1.05,0,-9.86,0.69,1.5,0,-25,1,1,0,0,3,0,0,0,0,0,1,0,0.4,0.2,1,3
2021-01-02,"FC Koln","Augsburg",0,1,"A",12,11,2,4,20,12,8,3,2,3,0,0,24.4,27,0.403,"50000","300",0.006,26.6,24,0.595,2020,"German Bundesliga",62.81,61,0.4565,0.2618,0.2816,1.41,0.99,30.6,20.9,0.58,1.19,0.96,0.81,0,1.05,-1,1.81,-0.61,-2.2,0,9.7,1,0,1,0,0,3,0.1,0.1,0.25,0,0,1,0.166666666666667,0.363636363636364,-1,-3
2021-01-02,"Hoffenheim","Freiburg",1,3,"A",13,7,6,4,14,22,8,3,2,2,0,0,25.5,30,0.727,"30150","6165",0.2044776119403,26,22,0.432,2020,"German Bundesliga",73.12,67.5,0.5121,0.2511,0.2369,1.87,1.25,20.5,9.8,1.41,1.89,2.22,0.71,1.05,3.15,0,5.62,-0.48,-0.5,0,10.7,1,0,1,0,0,3,0.142857142857143,0.142857142857143,0.0909090909090909,0,0,1,0.461538461538462,0.571428571428571,-2,-3
2021-01-02,"Werder Bremen","Union Berlin",0,2,"A",10,9,2,2,15,14,6,5,2,4,0,0,25.8,26,0.667,"42100","8400",0.19952494061758,26.9,27,0.303,2020,"German Bundesliga",63.9,70.06,0.3509,0.3629,0.2862,1.21,1.23,16.7,25.3,1.21,1.23,1.11,0.81,0,2.1,-2,-6.16,-0.02,-1.1,0,-8.6,1,0,1,0,0,3,0.133333333333333,0.133333333333333,0.285714285714286,0,0,1,0.2,0.222222222222222,-2,-3
2021-01-02,"Hertha","Schalke 04",3,0,"H",20,10,10,4,11,18,9,5,2,2,0,0,25,29,0.664,"74649","4000",0.053584106953877,25.6,35,0.608,2020,"German Bundesliga",67.78,52.41,0.5689,0.1874,0.2437,1.77,0.9,14.7,36.4,1.72,0.88,1.68,0.96,2.9,0,0,15.37,0.84,-0.600000000000001,0,-21.7,1,1,0,0,3,0,0.181818181818182,0.181818181818182,0.111111111111111,0,1,0,0.5,0.4,3,3
2021-01-02,"Stuttgart","RB Leipzig",0,1,"A",10,22,1,9,10,10,3,6,2,1,0,0,23.9,26,0.591,"60449","8750",0.14475011993581,24.7,23,0.887,2020,"German Bundesliga",69.57,84.55,0.2437,0.5089,0.2474,1.14,1.75,28,47.9,1.05,2.73,1.09,2.06,0,1.05,1,-14.98,-1.68,-0.800000000000001,0,-19.9,1,0,1,0,0,3,0.2,0.2,0.1,0,0,1,0.1,0.409090909090909,-1,-3
2021-01-03,"Dortmund","Wolfsburg",2,0,"H",14,22,7,5,9,12,10,5,3,1,0,0,24.8,26,0.656,"81365","7033",0.086437657469428,25.6,25,0.756,2020,"German Bundesliga",84.25,74.77,0.5722,0.1961,0.2317,1.91,1.02,83.8,74.8,2.05,1.24,1.67,1.62,1.58,0,2,9.48,0.81,-0.800000000000001,0,9,1,1,0,0,3,0,0.333333333333333,0.333333333333333,0.0833333333333333,0,1,0,0.5,0.227272727272727,2,3
2021-01-03,"Bayern Munich","Mainz",5,2,"H",19,12,12,7,11,9,10,2,2,1,0,0,26.8,26,0.458,"75024","0",0,25.6,31,0.573,2020,"German Bundesliga",91.76,59.65,0.89,0.0288,0.0812,3.33,0.51,84.7,43.5,4.62,1.17,2.95,0.59,4.8,2.1,1,32.11,3.45,1.2,0,41.2,1,1,0,0,3,0,0.181818181818182,0.181818181818182,0.111111111111111,0,1,0,0.631578947368421,0.583333333333333,3,3
2021-01-08,"M'gladbach","Bayern Munich",3,2,"H",8,15,4,4,9,11,3,8,1,1,0,0,26.7,23,0.596,"54022","5342",0.098885639184036,26.8,26,0.458,2020,"German Bundesliga",76.39,91.56,0.209,0.5945,0.1965,1.42,2.45,51,57.3,0.95,1.46,1.06,1.88,3.15,2.1,0,-15.17,-0.51,-0.100000000000001,0,-6.3,1,1,0,0,3,0,0.111111111111111,0.111111111111111,0.0909090909090909,0,1,0,0.5,0.266666666666667,1,3
2021-01-09,"Freiburg","FC Koln",5,0,"H",12,5,6,2,14,10,1,3,0,0,0,0,26,22,0.432,"24000","3200",0.13333333333333,24.4,27,0.403,2020,"German Bundesliga",68.4,61.94,0.4882,0.2542,0.2576,1.63,1.11,11.4,32.1,2.63,0.15,0.88,0.44,5.03,0,0,6.46000000000001,2.48,1.6,0,-20.7,1,1,0,0,3,0,0,0,0,0,1,0,0.5,0.4,5,3
2021-01-09,"Leverkusen","Werder Bremen",1,1,"D",12,3,3,1,22,13,3,1,2,2,0,0,25.6,28,0.649,"30210","6042",0.2,25.8,26,0.667,2020,"German Bundesliga",81.93,63.2,0.6841,0.108,0.2079,1.99,0.64,61.4,17.8,0.77,0.51,1.56,0.64,1.05,1.05,0,18.73,0.26,-0.199999999999999,0,43.6,1,0,0,1,1,1,0.0909090909090909,0.0909090909090909,0.153846153846154,0,0.5,0.5,0.25,0.333333333333333,0,0
2021-01-09,"Mainz","Ein Frankfurt",0,2,"A",8,15,0,7,17,15,3,7,2,1,0,0,25.6,31,0.573,"34000","3403",0.10008823529412,27.1,24,0.753,2020,"German Bundesliga",59.72,73.28,0.3071,0.4473,0.2456,1.39,1.72,49.6,28.8,1.19,2.36,1.29,1.76,0,2.05,1,-13.56,-1.17,-1.5,0,20.8,1,0,1,0,0,3,0.117647058823529,0.117647058823529,0.0666666666666667,0,0,1,0,0.466666666666667,-2,-3
2021-01-09,"Schalke 04","Hoffenheim",4,0,"H",12,18,5,5,14,13,5,4,2,4,0,0,25.6,35,0.608,"62271","300",0.0048176518764754,25.5,30,0.727,2020,"German Bundesliga",51.77,72.15,0.2402,0.5205,0.2393,1.18,1.84,31.7,8.6,1.63,2.15,1.41,1.44,3.97,0,-2,-20.38,-0.52,0.100000000000001,0,23.1,1,1,0,0,3,0,0.142857142857143,0.142857142857143,0.307692307692308,0,1,0,0.416666666666667,0.277777777777778,4,3
2021-01-09,"Union Berlin","Wolfsburg",2,2,"D",13,11,6,5,16,13,5,3,3,1,0,1,26.9,27,0.303,"22012","4467",0.20293476285662,25.6,25,0.756,2020,"German Bundesliga",70.84,74.8,0.362,0.3576,0.2805,1.27,1.26,36.2,51.2,0.8,1.86,1.15,1.01,1.89,2.1,2,-3.95999999999999,-1.06,1.3,-1,-15,1,0,0,1,1,1,0.1875,0.1875,0.0769230769230769,0.0769230769230769,0.5,0.5,0.461538461538462,0.454545454545455,0,0
2021-01-09,"RB Leipzig","Dortmund",1,3,"A",12,15,4,7,8,12,3,3,0,2,0,0,24.7,23,0.887,"42146","8500",0.20167987472121,24.8,26,0.656,2020,"German Bundesliga",85.15,84.26,0.4283,0.3116,0.2601,1.55,1.29,53.1,64.6,1.7,2,1.33,2.37,1.05,2.77,-2,0.890000000000001,-0.3,-0.100000000000001,0,-11.5,1,0,1,0,0,3,0,0,0.166666666666667,0,0,1,0.333333333333333,0.466666666666667,-2,-3
2021-01-10,"Augsburg","Stuttgart",1,4,"A",14,27,4,11,7,12,4,11,3,2,1,0,26.6,24,0.595,"30660","6000",0.19569471624266,23.9,26,0.591,2020,"German Bundesliga",62.26,68.82,0.3404,0.3801,0.2795,1.23,1.31,9.4,11.2,0.99,3.99,0.78,2.94,1.05,3.65,1,-6.56,-3,2.7,1,-1.8,1,0,1,0,0,3,0.428571428571429,0.428571428571429,0.166666666666667,0,0,1,0.285714285714286,0.407407407407407,-3,-3
2021-01-10,"Bielefeld","Hertha",1,0,"H",12,10,2,6,8,18,8,3,1,1,0,0,26,26,0.539,"26515","5460",0.20592117669244,25,29,0.664,2020,"German Bundesliga",55.65,68.4,0.3169,0.3956,0.2875,1.12,1.29,45.7,7.8,0.72,0.54,0.8,1.02,1.05,0,0,-12.75,0.18,1,0,37.9,1,1,0,0,3,0,0.125,0.125,0.0555555555555556,0,1,0,0.166666666666667,0.6,1,3
2021-01-15,"Union Berlin","Leverkusen",1,0,"H",10,12,2,4,9,10,2,3,1,2,0,0,26.9,27,0.303,"22012","4467",0.20293476285662,25.6,28,0.649,2020,"German Bundesliga",70.32,81.43,0.2597,0.4692,0.2711,1.04,1.5,32.6,76,1.29,0.93,0.65,1.94,1.05,0,-1,-11.11,0.36,1.3,0,-43.4,1,1,0,0,3,0,0.111111111111111,0.111111111111111,0.2,0,1,0,0.2,0.333333333333333,1,3
2021-01-16,"Dortmund","Mainz",1,1,"D",17,8,7,3,10,19,1,2,1,2,0,0,24.8,26,0.656,"81365","7033",0.086437657469428,25.6,31,0.573,2020,"German Bundesliga",85.19,58.85,0.7932,0.0669,0.1399,2.66,0.65,67.4,49.2,2.33,0.58,1.9,0.59,1.05,1.05,-1,26.34,1.75,-0.800000000000001,0,18.2,1,0,0,1,1,1,0.1,0.1,0.105263157894737,0,0.5,0.5,0.411764705882353,0.375,0,0
2021-01-16,"FC Koln","Hertha",0,0,"D",8,14,2,3,13,19,5,4,2,3,0,0,24.4,27,0.403,"50000","300",0.006,25,29,0.664,2020,"German Bundesliga",59.62,67.99,0.3668,0.3547,0.2785,1.29,1.27,42,9.7,0.4,0.49,0.84,1.03,0,0,-1,-8.37,-0.09,-0.600000000000001,0,32.3,1,0,0,1,1,1,0.153846153846154,0.153846153846154,0.157894736842105,0,0.5,0.5,0.25,0.214285714285714,0,0
2021-01-16,"Hoffenheim","Bielefeld",0,0,"D",11,8,5,2,9,21,5,3,1,1,0,0,25.5,30,0.727,"30150","6165",0.2044776119403,26,26,0.539,2020,"German Bundesliga",69.91,56.53,0.5671,0.1896,0.2434,1.77,0.92,11.3,45.2,0.7,0.63,1.1,1.44,0,0,0,13.38,0.07,-0.5,0,-33.9,1,0,0,1,1,1,0.111111111111111,0.111111111111111,0.0476190476190476,0,0.5,0.5,0.454545454545455,0.25,0,0
2021-01-16,"Werder Bremen","Augsburg",2,0,"H",10,6,5,2,10,18,4,4,0,1,0,0,25.8,26,0.667,"42100","8400",0.19952494061758,26.6,24,0.595,2020,"German Bundesliga",64.07,59.16,0.4749,0.2418,0.2833,1.41,0.92,22.6,17.5,1.39,0.86,1.12,0.98,1.66,0,-1,4.91,0.53,-0.800000000000001,0,5.1,1,1,0,0,3,0,0,0,0.0555555555555556,0,1,0,0.5,0.333333333333333,2,3
2021-01-16,"Wolfsburg","RB Leipzig",2,2,"D",8,13,2,9,16,9,6,6,4,3,0,0,25.6,25,0.756,"30000","2566",0.085533333333333,24.7,23,0.887,2020,"German Bundesliga",75.19,84.09,0.3159,0.4172,0.2669,1.25,1.47,57.6,56.2,0.78,2.24,1.46,1.92,2.1,2.1,1,-8.90000000000001,-1.46,0.900000000000002,0,1.4,1,0,0,1,1,1,0.25,0.25,0.333333333333333,0,0.5,0.5,0.25,0.692307692307692,0,0
2021-01-16,"Stuttgart","M'gladbach",2,2,"D",19,8,7,5,11,20,5,2,2,3,0,0,23.9,26,0.591,"60449","8750",0.14475011993581,26.7,23,0.596,2020,"German Bundesliga",71.14,77.06,0.3347,0.4234,0.2419,1.52,1.73,28.3,64.3,1.33,1.39,2.17,0.42,2.1,2.1,-1,-5.92,-0.0599999999999998,-2.8,0,-36,1,0,0,1,1,1,0.181818181818182,0.181818181818182,0.15,0,0.5,0.5,0.368421052631579,0.625,0,0
2021-01-17,"Bayern Munich","Freiburg",2,1,"H",25,8,9,3,4,14,14,3,1,2,0,0,26.8,26,0.458,"75024","0",0,26,22,0.432,2020,"German Bundesliga",91.19,70.57,0.8117,0.065,0.1234,2.99,0.76,79.4,29.6,3.01,0.96,3.4,1.2,2.1,1.05,-1,20.62,2.05,0.800000000000001,0,49.8,1,1,0,0,3,0,0.25,0.25,0.142857142857143,0,1,0,0.36,0.375,1,3
2021-01-17,"Ein Frankfurt","Schalke 04",3,1,"H",20,5,11,1,8,10,8,2,0,1,0,0,27.1,24,0.753,"51500","7250",0.14077669902913,25.6,35,0.608,2020,"German Bundesliga",74.14,53.82,0.658,0.1374,0.2047,2.12,0.85,42.6,40.4,2.19,0.16,2.35,0.55,2.63,1.05,-1,20.32,2.03,1.5,0,2.2,1,1,0,0,3,0,0,0,0.1,0,1,0,0.55,0.2,2,3
2021-01-19,"M'gladbach","Werder Bremen",1,0,"H",11,11,6,2,15,11,7,5,2,2,0,0,26.7,23,0.596,"54022","5342",0.098885639184036,25.8,26,0.667,2020,"German Bundesliga",76.52,64.55,0.6222,0.1573,0.2206,1.98,0.88,54.8,10.5,0.58,0.84,2.12,1.04,1.05,0,0,11.97,-0.26,0.899999999999999,0,44.3,1,1,0,0,3,0,0.133333333333333,0.133333333333333,0.181818181818182,0,1,0,0.545454545454545,0.181818181818182,1,3
2021-01-19,"Hertha","Hoffenheim",0,3,"A",13,11,2,6,16,16,3,2,1,1,0,0,25,29,0.664,"74649","4000",0.053584106953877,25.5,30,0.727,2020,"German Bundesliga",68.48,69.16,0.4083,0.33,0.2618,1.5,1.33,8.6,8,1.34,1.13,1.33,0.56,0,2.69,0,-0.679999999999993,0.21,-0.5,0,0.6,1,0,1,0,0,3,0.0625,0.0625,0.0625,0,0,1,0.153846153846154,0.545454545454545,-3,-3
2021-01-19,"Leverkusen","Dortmund",2,1,"H",23,15,13,3,13,8,6,5,2,2,0,0,25.6,28,0.649,"30210","6042",0.2,24.8,26,0.656,2020,"German Bundesliga",81.26,84.89,0.3807,0.3554,0.2638,1.44,1.38,82.4,70.2,1.75,1.29,1.33,2.56,2.1,1.05,0,-3.63,0.46,0.800000000000001,0,12.2,1,1,0,0,3,0,0.153846153846154,0.153846153846154,0.25,0,1,0,0.565217391304348,0.2,1,3
2021-01-19,"Mainz","Wolfsburg",0,2,"A",8,8,0,2,17,15,2,5,1,2,0,0,25.6,31,0.573,"34000","3403",0.10008823529412,25.6,25,0.756,2020,"German Bundesliga",59.49,74.79,0.2777,0.4692,0.2531,1.23,1.67,50.3,48.7,0.63,1.02,0.69,0.78,0,1.87,-1,-15.3,-0.39,0,0,1.59999999999999,1,0,1,0,0,3,0.0588235294117647,0.0588235294117647,0.133333333333333,0,0,1,0,0.25,-2,-3
2021-01-20,"Schalke 04","FC Koln",1,2,"A",15,12,8,4,7,11,5,8,2,1,0,0,25.6,35,0.608,"62271","300",0.0048176518764754,24.4,27,0.403,2020,"German Bundesliga",53.23,59.81,0.3634,0.3518,0.2849,1.24,1.22,45.9,48,1.23,1.68,1.5,0.49,1.05,2.1,1,-6.58000000000001,-0.45,1.2,0,-2.1,1,0,1,0,0,3,0.285714285714286,0.285714285714286,0.0909090909090909,0,0,1,0.533333333333333,0.333333333333333,-1,-3
2021-01-20,"Augsburg","Bayern Munich",0,1,"A",9,17,0,4,15,11,5,7,2,0,0,0,26.6,24,0.595,"30660","6000",0.19569471624266,26.8,26,0.458,2020,"German Bundesliga",58.84,91.13,0.0764,0.7851,0.1385,0.78,2.8,15,60.9,1.25,2.06,0.88,2.06,0,1.05,2,-32.29,-0.81,-0.199999999999999,0,-45.9,1,0,1,0,0,3,0.133333333333333,0.133333333333333,0,0,0,1,0,0.235294117647059,-1,-3
2021-01-20,"Bielefeld","Stuttgart",3,0,"H",9,11,3,3,9,9,2,6,1,0,0,0,26,26,0.539,"26515","5460",0.20592117669244,23.9,26,0.591,2020,"German Bundesliga",57.81,71.74,0.2811,0.4415,0.2774,1.08,1.42,42.3,19.8,1.79,1.6,1.2,2.05,2.75,0,1,-13.93,0.19,2.1,0,22.5,1,1,0,0,3,0,0.111111111111111,0.111111111111111,0,0,1,0,0.333333333333333,0.272727272727273,3,3
2021-01-20,"Freiburg","Ein Frankfurt",2,2,"D",11,17,4,4,10,15,4,5,3,3,0,0,26,22,0.432,"24000","3200",0.13333333333333,27.1,24,0.753,2020,"German Bundesliga",70.65,74.7,0.3636,0.3847,0.2516,1.51,1.56,19.2,46.1,1.03,1.44,0.93,2.78,2.1,2.1,0,-4.05,-0.41,-1.1,0,-26.9,1,0,0,1,1,1,0.3,0.3,0.2,0,0.5,0.5,0.363636363636364,0.235294117647059,0,0
2021-01-20,"RB Leipzig","Union Berlin",1,0,"H",15,4,5,1,6,11,5,1,1,1,0,0,24.7,23,0.887,"42146","8500",0.20167987472121,26.9,27,0.303,2020,"German Bundesliga",84.27,70.68,0.6177,0.1515,0.2308,1.85,0.79,63.3,48.3,1.4,0.18,1.49,0.35,1.05,0,0,13.59,1.22,-2.2,0,15,1,1,0,0,3,0,0.166666666666667,0.166666666666667,0.0909090909090909,0,1,0,0.333333333333333,0.25,1,3
2021-01-22,"M'gladbach","Dortmund",4,2,"H",10,16,7,7,9,9,3,7,1,0,0,0,26.7,23,0.596,"54022","5342",0.098885639184036,24.8,26,0.656,2020,"German Bundesliga",76.48,84.77,0.3174,0.442,0.2406,1.48,1.78,72.6,82.5,2.11,1.92,1.11,2.11,4,2.1,1,-8.28999999999999,0.19,1.9,0,-9.90000000000001,1,1,0,0,3,0,0.111111111111111,0.111111111111111,0,0,1,0,0.7,0.4375,2,3
