"season,""date"",""league_id"",""league"",""HomeTeam"",""AwayTeam"",""spi1"",""spi2"",""prob1"",""prob2"",""probtie"",""proj_score1"",""proj_score2"",""importance1"",""importance2"",""score1"",""score2"",""xg1"",""xg2"",""nsxg1"",""nsxg2"",""adj_score1"",""adj_score2"""
"2018,2019-03-10,1832,""Belgian Jupiler League"",""Gent"",""Oostende"",54.45,36,0.6592,0.1316,0.2092,2.02,0.77,20.1,0.9,2,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-10,1832,""Belgian Jupiler League"",""Mouscron"",""St Truiden"",49.78,55.47,0.3715,0.3438,0.2847,1.24,1.18,0,30.7,1,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-10,1845,""German Bundesliga"",""Hannover"",""Leverkusen"",48.92,78.3,0.1486,0.6503,0.2011,0.97,2.23,33.7,75.9,2,3,0.89,2.51,1.32,2.04,2.1,3.15"
"2018,2019-03-10,1864,""Portuguese Liga"",""Setubal"",""Tondela"",43,39.38,0.453,0.2543,0.2927,1.32,0.91,28.2,47.8,0,0,0.54,0.56,1.23,0.57,0,0"
"2018,2019-03-10,1869,""Spanish Primera Division"",""Levante"",""Villarreal"",65.11,72.96,0.3769,0.381,0.2421,1.55,1.56,33.3,60.5,0,2,1.24,1.13,1.55,1.42,0,1.58"
"2018,2019-03-10,1869,""Spanish Primera Division"",""Sevilla"",""Sociedad"",81.74,77.95,0.5749,0.1935,0.2316,1.82,0.95,62.6,29.1,5,2,2.26,1.26,1.8,0.45,5.25,2.1"
"2018,2019-03-10,1854,""Italy Serie A"",""Fiorentina"",""Lazio"",70.32,75.78,0.3399,0.392,0.2681,1.31,1.43,4.7,53.4,1,1,1.1,1.09,0.97,1.29,1.05,1.05"
"2018,2019-03-10,1869,""Spanish Primera Division"",""Valladolid"",""Real Madrid"",65.09,86.59,0.2319,0.5389,0.2292,1.15,1.87,59.9,18.1,1,4,2.02,2.66,1.19,1.8,1.05,3.81"
"2018,2019-03-10,1864,""Portuguese Liga"",""Feirense"",""Porto"",32.75,78.77,0.0569,0.7888,0.1543,0.46,2.33,18.9,71.4,1,2,0.62,1.64,0.56,1.53,1.05,2.1"
"2018,2019-03-10,1843,""French Ligue 1"",""Marseille"",""Nice"",69.05,60.17,0.5789,0.1591,0.262,1.59,0.7,40.1,6.5,1,0,0.75,0.45,0.86,0.28,1.05,0"
"2018,2019-03-11,1882,""Turkish Turkcell Super Lig"",""Galatasaray"",""Antalyaspor"",70.28,37.77,0.8458,0.0343,0.1199,2.55,0.35,65.8,16.3,5,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-11,1854,""Italy Serie A"",""Roma"",""Empoli"",75.01,56.6,0.6689,0.1452,0.1858,2.44,1.06,59.9,49.3,2,1,1.16,0.24,0.65,1.08,2.1,1.05"
"2018,2019-03-11,1845,""German Bundesliga"",""Fortuna Dusseldorf"",""Ein Frankfurt"",61.81,75.21,0.2388,0.5077,0.2534,1.09,1.7,0.4,83.7,0,3,0.8,2.33,0.66,1.35,0,2.1"
"2018,2019-03-11,1864,""Portuguese Liga"",""Benfica"",""Belenenses"",77.81,48.18,0.8599,0.022,0.1182,2.44,0.22,100,0,2,2,1.09,0.72,2.99,0.34,2.1,2.1"
"2018,2019-03-12,1843,""French Ligue 1"",""Dijon"",""Paris SG"",52.26,90.83,0.1012,0.7416,0.1573,0.91,2.68,55.1,0,0,4,0.41,2.49,0.83,2.15,0,3.68"
"2018,2019-03-13,1849,""Dutch Eredivisie"",""Ajax"",""Zwolle"",85.21,34.05,0.9528,0.0058,0.0414,3.78,0.2,96.5,15.8,2,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-15,1882,""Turkish Turkcell Super Lig"",""Fenerbahce"",""Sivasspor"",55.56,47.23,0.5655,0.2219,0.2126,2.13,1.27,26.4,8.5,2,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-15,1843,""French Ligue 1"",""Nice"",""Toulouse"",60.29,54.52,0.486,0.2239,0.2901,1.37,0.84,0.9,8.9,1,1,0.68,1.21,0.71,1.94,1.05,1.05"
"2018,2019-03-15,1849,""Dutch Eredivisie"",""For Sittard"",""FC Emmen"",30.55,28.83,0.4594,0.2955,0.2452,1.96,1.54,44.3,62,3,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-15,1854,""Italy Serie A"",""Cagliari"",""Fiorentina"",56.32,70.16,0.3122,0.4268,0.261,1.29,1.55,16.5,2.6,2,1,2.3,0.94,1.39,0.61,2.1,1.05"
"2018,2019-03-15,1845,""German Bundesliga"",""M'gladbach"",""Freiburg"",69.29,60.34,0.6236,0.1586,0.2179,2.04,0.92,88.7,0.5,1,1,1.11,0.53,1.82,0.75,1.05,1.05"
"2018,2019-03-15,1843,""French Ligue 1"",""Lille"",""Monaco"",69.45,59.88,0.5625,0.1756,0.2619,1.6,0.77,32.5,16.4,0,1,1.92,2,1.35,1.37,0,1.05"
"2018,2019-03-15,1869,""Spanish Primera Division"",""Sociedad"",""Levante"",76.78,64.67,0.5781,0.1952,0.2267,1.88,0.99,6.4,30.1,1,1,2,1.02,1.75,0.77,1.05,1.05"
"2018,2019-03-15,1864,""Portuguese Liga"",""Sporting CP"",""Santa Clara"",68.61,41.54,0.7388,0.0766,0.1845,2.1,0.51,8.7,0.1,1,0,1.15,0.45,1.59,0.68,1.05,0"
"2018,2019-03-16,1882,""Turkish Turkcell Super Lig"",""Konyaspor"",""Rizespor"",51.71,52.98,0.4294,0.2879,0.2826,1.33,1.03,1.6,15.6,0,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1869,""Spanish Primera Division"",""Huesca"",""Alaves"",70.83,70.94,0.5089,0.2262,0.2648,1.51,0.91,54,24.7,1,3,1.95,2.14,0.96,1.3,1.05,2.76"
"2018,2019-03-16,1882,""Turkish Turkcell Super Lig"",""Akhisar Belediyespor"",""Kasimpasa"",40.91,43.58,0.4454,0.3167,0.238,1.75,1.45,36.8,23.1,2,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1882,""Turkish Turkcell Super Lig"",""Erzurum BB"",""Trabzonspor"",41.31,56.47,0.345,0.4122,0.2429,1.49,1.64,49.4,6.7,0,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1854,""Italy Serie A"",""Sassuolo"",""Sampdoria"",63.3,68.78,0.3726,0.3587,0.2687,1.39,1.36,0.2,4.6,3,5,2.17,2.9,1.62,1.6,3.15,5.21"
"2018,2019-03-16,1845,""German Bundesliga"",""Augsburg"",""Hannover"",59.75,49.03,0.5607,0.2055,0.2338,1.92,1.07,26.7,31,3,1,1.58,1.13,2.83,1.6,2.75,1.05"
"2018,2019-03-16,1845,""German Bundesliga"",""Wolfsburg"",""Fortuna Dusseldorf"",66.19,60.52,0.5163,0.2199,0.2637,1.61,0.95,11.4,0.3,5,2,4.05,1.95,1.03,1.55,4.79,2.1"
"2018,2019-03-16,1845,""German Bundesliga"",""Schalke 04"",""RB Leipzig"",63.5,79.55,0.2261,0.5128,0.2611,0.99,1.63,11.5,81.3,0,1,1.36,1.64,1.1,1.09,0,1.05"
"2018,2019-03-16,1845,""German Bundesliga"",""Stuttgart"",""Hoffenheim"",58.52,75.34,0.2717,0.5038,0.2245,1.49,2.07,35.3,25.8,1,1,1.78,2.65,1.22,2.64,1.05,1.05"
"2018,2019-03-16,2411,""Barclays Premier League"",""West Ham"",""Huddersfield"",64.62,54.09,0.4643,0.2408,0.2949,1.38,0.91,0.1,0,4,3,2.01,1.6,2.6,0.57,4.2,3.15"
"2018,2019-03-16,2411,""Barclays Premier League"",""Bournemouth"",""Newcastle"",66.4,66.59,0.4531,0.2774,0.2695,1.57,1.18,0.1,3.1,2,2,1.64,1.11,0.72,1.07,2.1,2.1"
"2018,2019-03-16,2411,""Barclays Premier League"",""Burnley"",""Leicester"",64.25,72.28,0.3905,0.3383,0.2712,1.47,1.35,32.1,0,1,2,1.24,0.78,2.22,0.89,0.84,2.1"
"2018,2019-03-16,1869,""Spanish Primera Division"",""Real Madrid"",""Celta"",86.56,65.84,0.7579,0.0935,0.1486,2.67,0.84,13.1,59,2,0,3.29,0.42,3.22,0.18,1.93,0"
"2018,2019-03-16,1864,""Portuguese Liga"",""Belenenses"",""Portimonense"",49.19,46.35,0.432,0.2899,0.2781,1.39,1.09,0,0.6,2,2,0.91,1.56,1.18,1.52,2.1,2.1"
"2018,2019-03-16,1864,""Portuguese Liga"",""Setubal"",""Sp Braga"",42.74,62.4,0.2515,0.4377,0.3108,0.83,1.19,20.8,19.1,0,1,0.64,1.42,1.06,1.29,0,1.05"
"2018,2019-03-16,1882,""Turkish Turkcell Super Lig"",""Antalyaspor"",""Alanyaspor"",34.94,49.38,0.3236,0.4073,0.2691,1.21,1.39,30,8.3,3,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1882,""Turkish Turkcell Super Lig"",""Besiktas"",""Goztep"",64.61,42.84,0.6567,0.1513,0.192,2.28,1,33.5,49.1,1,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1854,""Italy Serie A"",""Spal"",""Roma"",56.5,74.63,0.227,0.5349,0.2382,1.14,1.86,43.8,73.5,2,1,1.22,1.95,0.98,1.92,2.1,1.05"
"2018,2019-03-16,1869,""Spanish Primera Division"",""Ath Bilbao"",""Ath Madrid"",77.36,86.24,0.3385,0.3488,0.3128,0.99,1.01,5.3,15.6,2,0,0.97,0.94,0.98,1.31,1.72,0"
"2018,2019-03-16,1845,""German Bundesliga"",""Hertha"",""Dortmund"",66.29,81.29,0.2382,0.5155,0.2463,1.14,1.78,1.2,55.3,2,3,2.04,2.18,0.83,2.05,2.1,2.94"
"2018,2019-03-16,1849,""Dutch Eredivisie"",""Heerenveen"",""Graafschap"",50.54,30.66,0.6288,0.1745,0.1967,2.62,1.35,0.1,45.8,0,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1864,""Portuguese Liga"",""Guimaraes"",""Boavista"",53.53,40.74,0.5366,0.167,0.2964,1.34,0.61,0,21,3,1,2.52,1.31,1.61,0.47,3.15,1.05"
"2018,2019-03-16,1849,""Dutch Eredivisie"",""NAC"",""Utrecht"",24.55,51.28,0.2148,0.5253,0.2599,1.06,1.79,31.3,0,0,4,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1849,""Dutch Eredivisie"",""Feyenoord"",""Willem II"",67.14,39.08,0.7648,0.086,0.1491,2.94,0.92,0.1,1.8,2,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1843,""French Ligue 1"",""Guingamp"",""Dijon"",53.23,51.64,0.4469,0.2467,0.3064,1.24,0.84,60.7,69.2,1,0,1.18,0.56,1.16,0.78,1.05,0"
"2018,2019-03-16,1843,""French Ligue 1"",""Nimes"",""Strasbourg"",56.79,61.35,0.4077,0.3153,0.277,1.39,1.19,1.1,0.7,2,2,2.55,0.62,1.07,0.45,2.1,2.1"
"2018,2019-03-16,1843,""French Ligue 1"",""Angers"",""Amiens"",60.57,55.13,0.4857,0.2158,0.2985,1.32,0.78,0.3,15.7,0,0,1.42,0.65,1.06,0.71,0,0"
"2018,2019-03-16,1843,""French Ligue 1"",""Caen"",""St Etienne"",50.18,63.38,0.334,0.3625,0.3035,1.08,1.14,50.1,19.7,0,5,0.05,2.02,0,1.26,0,4.33"
"2018,2019-03-16,1854,""Italy Serie A"",""Torino"",""Bologna"",70.18,60.16,0.5125,0.2127,0.2748,1.5,0.86,28.7,52.9,2,3,1.81,2.19,1.47,0.91,1.89,3.15"
"2018,2019-03-16,1849,""Dutch Eredivisie"",""Heracles"",""Vitesse"",38.47,50.55,0.3506,0.3966,0.2528,1.65,1.77,0,0,3,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-16,1869,""Spanish Primera Division"",""Leganes"",""Girona FC"",75.72,72.34,0.483,0.2397,0.2773,1.4,0.9,4.1,10.9,0,2,0.48,1.64,0.91,0.68,0,2.1"
"2018,2019-03-16,1864,""Portuguese Liga"",""Porto"",""Maritimo"",78.19,38.32,0.8795,0.0173,0.1032,2.58,0.2,100,12.3,3,0,4.16,0,3.78,0.03,2.11,0"
"2018,2019-03-17,1882,""Turkish Turkcell Super Lig"",""Yeni Malatyaspor"",""Ankaragucu"",46.88,36.04,0.5202,0.2206,0.2592,1.58,0.93,4.2,48.6,3,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1869,""Spanish Primera Division"",""Eibar"",""Valladolid"",81.1,64.7,0.6259,0.1465,0.2276,1.81,0.74,5.6,58.5,1,2,1.64,2.31,2.32,1.02,1.05,2.1"
"2018,2019-03-17,1849,""Dutch Eredivisie"",""VVV Venlo"",""PSV EIndhoven"",34.71,77.09,0.0663,0.7867,0.1471,0.68,2.74,2.3,100,0,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1854,""Italy Serie A"",""Genoa"",""Juventus"",61.69,87.71,0.1619,0.616,0.2221,0.9,1.98,5.2,2.1,2,0,1.15,0.34,1.69,1.27,1.82,0"
"2018,2019-03-17,1845,""German Bundesliga"",""Leverkusen"",""Werder Bremen"",78.02,69.34,0.6207,0.1682,0.2111,2.15,1.03,76.3,2.7,1,3,1.16,1.22,3.16,0.79,1.05,2.63"
"2018,2019-03-17,1882,""Turkish Turkcell Super Lig"",""Kayserispor"",""Buyuksehyr"",40.78,73.09,0.1392,0.6061,0.2547,0.61,1.58,26.4,43.6,1,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1849,""Dutch Eredivisie"",""AZ"",""Ajax"",62.67,83.93,0.1715,0.6196,0.2089,1.2,2.39,0,100,1,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1849,""Dutch Eredivisie"",""Groningen"",""Den Haag"",46.93,36.35,0.5306,0.197,0.2725,1.66,0.91,0.8,23.4,1,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1843,""French Ligue 1"",""Lyon"",""Montpellier"",74.28,63.29,0.64,0.1453,0.2147,2.03,0.84,73.9,12.6,3,2,2.66,0.65,1.66,0.7,2.74,2.1"
"2018,2019-03-17,1854,""Italy Serie A"",""Atalanta"",""Chievo"",78.64,53.76,0.8062,0.055,0.1389,2.56,0.52,62.2,4.9,1,1,1.64,0.52,1.6,0.58,1.05,1.05"
"2018,2019-03-17,1843,""French Ligue 1"",""Reims"",""Nantes"",61.03,65.3,0.4062,0.287,0.3068,1.19,0.95,7.1,1,1,0,0.67,0.31,0.53,1.01,1.05,0"
"2018,2019-03-17,1854,""Italy Serie A"",""Lazio"",""Parma"",76.02,53.22,0.7204,0.0914,0.1882,2.15,0.61,47,1.2,4,1,1.68,0.33,2.29,0.54,4.2,1.05"
"2018,2019-03-17,1854,""Italy Serie A"",""Empoli"",""Frosinone"",57.32,51.71,0.5249,0.2172,0.2578,1.65,0.97,68.1,55,2,1,2.25,1.41,1.41,1.63,2.1,1.05"
"2018,2019-03-17,2411,""Barclays Premier League"",""Fulham"",""Liverpool"",56.52,93.13,0.0542,0.818,0.1278,0.61,2.83,3.2,88.9,1,2,0.9,2.96,0.56,2.55,1.05,2.1"
"2018,2019-03-17,1845,""German Bundesliga"",""Ein Frankfurt"",""Nurnberg"",77.74,50.5,0.8322,0.0331,0.1347,2.39,0.3,94.4,22.1,1,0,2.27,0.74,2.33,1.59,1.05,0"
"2018,2019-03-17,1864,""Portuguese Liga"",""Nacional"",""Rio Ave"",39.35,43.27,0.4262,0.3115,0.2623,1.51,1.26,32.8,9.2,0,1,1.15,0.34,1.9,0.95,0,1.05"
"2018,2019-03-17,1864,""Portuguese Liga"",""Aves"",""Chaves"",45.24,42.75,0.4225,0.274,0.3036,1.22,0.92,25.8,63.1,0,1,1.38,1.04,2.41,0.5,0,1.05"
"2018,2019-03-17,1869,""Spanish Primera Division"",""Espanol"",""Sevilla"",71.23,81.03,0.2966,0.4671,0.2363,1.36,1.76,3.6,64.9,0,1,0.66,1.41,1.81,0.94,0,1.05"
"2018,2019-03-17,1849,""Dutch Eredivisie"",""Excelsior"",""Zwolle"",29.85,35.87,0.4027,0.3141,0.2832,1.48,1.28,57.9,27.9,0,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1882,""Turkish Turkcell Super Lig"",""Bursaspor"",""Galatasaray"",40.61,73.07,0.1575,0.6018,0.2407,0.75,1.72,49.3,64.1,2,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1843,""French Ligue 1"",""Bordeaux"",""Rennes"",58.6,66.2,0.3505,0.358,0.2914,1.18,1.2,0.6,16.5,1,1,1.98,0.74,0.94,0.63,1.05,1.05"
"2018,2019-03-17,2411,""Barclays Premier League"",""Everton"",""Chelsea"",69.13,86.31,0.1718,0.5926,0.2356,0.92,1.92,0.1,95.9,2,0,2.55,1.41,0.89,2.35,2.06,0"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Club Brugge"",""Mouscron"",70.77,49.5,0.7247,0.0841,0.1912,2.05,0.53,69,0,1,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Waregem"",""Genk"",43.97,61.59,0.2333,0.5455,0.2212,1.28,2.04,0,63.7,3,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Standard"",""Waasland-Beveren"",59.05,38.69,0.6956,0.1123,0.1921,2.16,0.73,31.2,0,4,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""St Truiden"",""Gent"",55.67,54.21,0.4805,0.27,0.2495,1.68,1.2,37.5,34.3,0,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Oostende"",""Anderlecht"",36.25,54.6,0.2592,0.4692,0.2716,1.02,1.47,0,20.1,0,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Kortrijk"",""Antwerp"",49.71,47.23,0.4578,0.267,0.2752,1.43,1.03,0,14.3,2,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Lokeren"",""Cercle Brugge"",31.44,33.57,0.3998,0.3378,0.2625,1.46,1.32,0,0,3,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1854,""Italy Serie A"",""Napoli"",""Udinese"",83.31,55.09,0.7705,0.06,0.1695,2.19,0.44,9.9,37.2,4,2,1.58,0.81,1.3,1.11,4.2,2.1"
"2018,2019-03-17,1845,""German Bundesliga"",""Bayern Munich"",""Mainz"",92.11,58.35,0.9283,0.0121,0.0596,3.39,0.27,91.5,0.8,6,0,2.82,0.36,2.94,0.54,6.3,0"
"2018,2019-03-17,1832,""Belgian Jupiler League"",""Sporting de Charleroi"",""Eupen"",47.54,33.11,0.4923,0.2639,0.2438,1.75,1.22,0,0,1,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-17,1869,""Spanish Primera Division"",""Villarreal"",""Vallecano"",73.17,65.87,0.5662,0.1966,0.2372,1.76,0.94,69.5,67.3,3,1,2.71,0.19,1.09,0.57,2.7,1.05"
"2018,2019-03-17,1869,""Spanish Primera Division"",""Valencia"",""Getafe"",81.96,79.5,0.4714,0.2458,0.2828,1.35,0.89,53.1,97.1,0,0,0.73,0.39,1.5,0.78,0,0"
"2018,2019-03-17,1864,""Portuguese Liga"",""Moreirense"",""Benfica"",48.18,77.33,0.1168,0.6809,0.2024,0.72,2.06,0,100,0,4,0.48,1.47,1.05,0.76,0,3.87"
"2018,2019-03-17,1854,""Italy Serie A"",""Milan"",""Inter"",76.07,78.7,0.3969,0.3083,0.2948,1.25,1.07,92.6,93.3,2,3,1.17,2.82,0.86,1.31,2.1,3.15"
"2018,2019-03-17,1869,""Spanish Primera Division"",""Betis"",""Barcelona"",73.48,92.56,0.1889,0.61,0.2012,1.16,2.21,17,15.3,1,4,1.17,3.8,1.32,3.58,1.05,3.82"
"2018,2019-03-17,1864,""Portuguese Liga"",""Tondela"",""Feirense"",39.7,33.42,0.5451,0.1841,0.2709,1.51,0.76,50.6,14.1,1,1,1.37,1.3,1.29,0.77,1.05,1.05"
"2018,2019-03-17,1843,""French Ligue 1"",""Paris SG"",""Marseille"",91.16,69.14,0.7609,0.0842,0.1549,2.58,0.74,0,67.2,3,1,1.26,0.24,0.51,0.31,2.94,1.05"
"2018,2019-03-29,1832,""Belgian Jupiler League"",""Standard"",""Antwerp"",58.18,45.32,0.6106,0.1528,0.2366,1.78,0.75,59.1,21.8,3,1,NA,NA,NA,NA,NA,NA"
"2018,2019-03-29,1854,""Italy Serie A"",""Chievo"",""Cagliari"",54.6,57.86,0.391,0.33,0.279,1.34,1.21,3.1,11.2,0,3,0.84,1,1.95,1.28,0,3.15"
"2018,2019-03-29,1845,""German Bundesliga"",""Hoffenheim"",""Leverkusen"",75.49,77.48,0.4041,0.366,0.23,1.88,1.78,21.6,66.2,4,1,2.17,1.96,0.98,2.26,3.97,1.05"
"2018,2019-03-29,1843,""French Ligue 1"",""Rennes"",""Lyon"",65.68,74.43,0.3205,0.4262,0.2533,1.38,1.62,14.7,54,0,1,1.35,2.01,1.2,1.83,0,1.05"
"2018,2019-03-29,1869,""Spanish Primera Division"",""Girona FC"",""Ath Bilbao"",74.18,77.87,0.4407,0.2754,0.2839,1.31,0.97,5.3,8.7,1,2,0.33,1.05,1,1.4,1.05,2.1"
"2018,2019-03-29,1864,""Portuguese Liga"",""Portimonense"",""Moreirense"",47.35,47.39,0.4103,0.3131,0.2766,1.37,1.17,0.5,0,0,2,2.3,0.99,2.11,1.34,0,2.1"
"2018,2019-03-30,1869,""Spanish Primera Division"",""Getafe"",""Leganes"",79.96,74.13,0.6062,0.1223,0.2714,1.44,0.48,76.6,8.2,0,2,0.79,1.22,0.89,0.86,0,1.77"
"2018,2019-03-30,2411,""Barclays Premier League"",""Fulham"",""Man City"",56.72,94.7,0.0382,0.866,0.0958,0.61,3.28,2.3,100,0,2,0.65,2.19,0.59,2.98,0,2.1"
"2018,2019-03-30,1854,""Italy Serie A"",""Udinese"",""Genoa"",56.14,63.92,0.3991,0.317,0.2839,1.32,1.15,45.7,1.7,2,0,2.06,2.21,0.81,2.05,2.1,0"
"2018,2019-03-30,1845,""German Bundesliga"",""Dortmund"",""Wolfsburg"",81.3,66.54,0.6563,0.1395,0.2042,2.16,0.88,62.2,33.6,2,0,1.61,0.22,1.1,0.61,1.58,0"
"2018,2019-03-30,1845,""German Bundesliga"",""Freiburg"",""Bayern Munich"",60.64,92.54,0.0724,0.7944,0.1332,0.79,2.9,0.2,80.7,1,1,0.71,3.66,0.73,2.91,1.05,1.05"
"2018,2019-03-30,1845,""German Bundesliga"",""Werder Bremen"",""Mainz"",69.91,57.33,0.5928,0.1815,0.2257,1.98,1,3.2,1.3,3,1,1.49,1.31,1.36,1.14,3.15,1.05"
"2018,2019-03-30,1845,""German Bundesliga"",""Nurnberg"",""Augsburg"",51.1,59.85,0.3454,0.3799,0.2747,1.29,1.37,14.3,11.6,3,0,1.6,1.06,1.13,1.7,2.17,0"
"2018,2019-03-30,1845,""German Bundesliga"",""Fortuna Dusseldorf"",""M'gladbach"",59.33,69.23,0.2716,0.4711,0.2574,1.19,1.65,0.6,93.8,3,1,1.47,1.41,0.77,1.89,3.15,1.05"
"2018,2019-03-30,2411,""Barclays Premier League"",""Brighton"",""Southampton"",62.63,66.15,0.3946,0.3198,0.2856,1.36,1.2,10.3,15.4,0,1,0.76,0.88,1.44,1.19,0,1.05"
"2018,2019-03-30,2411,""Barclays Premier League"",""Burnley"",""Wolves"",64.46,70.66,0.4235,0.3007,0.2758,1.48,1.21,42.8,0,2,0,0.72,0.57,0.49,1.11,1.92,0"
"2018,2019-03-30,2411,""Barclays Premier League"",""Leicester"",""Bournemouth"",72.13,65.98,0.4374,0.2987,0.2639,1.61,1.29,0,0.1,2,0,1.8,0.87,1.69,0.74,1.81,0"
"2018,2019-03-30,2411,""Barclays Premier League"",""Crystal Palace"",""Huddersfield"",71.66,53.47,0.647,0.1156,0.2374,1.79,0.6,5.8,0,2,0,2.9,0.79,1.73,1.28,1.64,0"
"2018,2019-03-30,2411,""Barclays Premier League"",""Man United"",""Watford"",80.69,69.29,0.6544,0.1418,0.2038,2.24,0.94,72.9,0,2,1,2.31,1.39,1.63,3.37,2.05,1.05"
"2018,2019-03-30,1869,""Spanish Primera Division"",""Barcelona"",""Espanol"",92.97,71.17,0.8508,0.0459,0.1033,3.05,0.61,12.6,3.7,2,0,1.56,0.24,2.67,0.53,1.62,0"
"2018,2019-03-30,1864,""Portuguese Liga"",""Sp Braga"",""Porto"",62.87,79.3,0.2169,0.5177,0.2654,0.91,1.56,38,100,2,3,1.55,2.77,1.29,2.64,2.1,3.15"
"2018,2019-03-30,1843,""French Ligue 1"",""Marseille"",""Angers"",69.64,60.45,0.5823,0.1559,0.2618,1.59,0.68,37.5,0.1,2,2,1.02,2.27,1.01,1.42,2.1,2.1"
"2018,2019-03-30,1854,""Italy Serie A"",""Juventus"",""Empoli"",86.34,57.04,0.7835,0.0702,0.1463,2.6,0.65,4,54.7,1,0,1.51,0.44,1.78,0.66,1.05,0"
"2018,2019-03-30,1845,""German Bundesliga"",""RB Leipzig"",""Hertha"",79.76,66.07,0.6643,0.1167,0.219,1.92,0.65,74.5,1,5,0,4.38,1.01,2.48,0.75,5.25,0"
"2018,2019-03-30,1849,""Dutch Eredivisie"",""Den Haag"",""Vitesse"",35.89,49.19,0.3388,0.4015,0.2597,1.55,1.7,28.5,0,3,3,NA,NA,NA,NA,NA,NA"
"2018,2019-03-30,1869,""Spanish Primera Division"",""Celta"",""Villarreal"",65.02,73.93,0.3838,0.3622,0.254,1.45,1.4,63.9,58.2,3,2,1.97,1.94,1.62,2.08,3.15,2.1"
"2018,2019-03-30,2411,""Barclays Premier League"",""West Ham"",""Everton"",63.95,70.4,0.3754,0.3538,0.2707,1.44,1.39,0,0,0,2,0.09,2.46,0.37,2.23,0,2.1"
"2018,2019-03-30,1849,""Dutch Eredivisie"",""Willem II"",""For Sittard"",42.32,31.92,0.5604,0.2297,0.2099,2.53,1.61,0.3,14.2,3,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-30,1864,""Portuguese Liga"",""Chaves"",""Sporting CP"",42.8,68.16,0.234,0.4976,0.2683,0.96,1.53,38.2,3.9,1,3,0.76,1.81,0.89,1.63,1.05,2.42"
"2018,2019-03-30,1849,""Dutch Eredivisie"",""Graafschap"",""Heracles"",34.24,39.93,0.4313,0.3121,0.2566,1.78,1.49,53.2,0,1,2,NA,NA,NA,NA,NA,NA"
"2018,2019-03-30,1832,""Belgian Jupiler League"",""Genk"",""Anderlecht"",60.86,56.69,0.521,0.2234,0.2556,1.64,0.98,100,67.9,3,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-30,1854,""Italy Serie A"",""Sampdoria"",""Milan"",69.3,74.72,0.3286,0.4045,0.2669,1.29,1.46,13.5,86.3,1,0,2.25,1.04,1.11,1.54,1.05,0"
"2018,2019-03-30,1869,""Spanish Primera Division"",""Alaves"",""Ath Madrid"",72.07,85.82,0.3443,0.3611,0.2946,1.09,1.12,41.3,4.1,0,4,0.98,1.8,1.5,0.98,0,3.84"
"2018,2019-03-30,1849,""Dutch Eredivisie"",""Heerenveen"",""Excelsior"",46.21,27.65,0.6187,0.1841,0.1972,2.65,1.42,0.2,55.9,1,0,NA,NA,NA,NA,NA,NA"
"2018,2019-03-30,1849,""Dutch Eredivisie"",""AZ"",""Groningen"",63.57,47.23,0.4601,0.234,0.3059,1.38,0.9,0,0,1,0,NA,NA,NA,NA,NA,NA"
