"season,""date"",""league_id"",""league"",""HomeTeam"",""AwayTeam"",""spi1"",""spi2"",""prob1"",""prob2"",""probtie"",""proj_score1"",""proj_score2"",""importance1"",""importance2"",""score1"",""score2"",""xg1"",""xg2"",""nsxg1"",""nsxg2"",""adj_score1"",""adj_score2"""
"2020,2020-12-12,1869,""Spanish Primera Division"",""Getafe"",""Sevilla"",71.8,79.01,0.2914,0.4066,0.302,0.96,1.2,20.7,58.2,0,1,0.47,0.49,0.91,0.77,0,1.05"
"2020,2020-12-12,1832,""Belgian Jupiler League"",""Mouscron"",""Beerschot VA"",30.14,39.68,0.4063,0.3552,0.2385,1.68,1.56,46.8,0.3,3,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1849,""Dutch Eredivisie"",""Groningen"",""RKC"",44.12,29.98,0.5587,0.157,0.2843,1.5,0.66,6,39.1,2,0,1.24,0.53,1.05,0.57,1.96,0"
"2020,2020-12-12,1882,""Turkish Turkcell Super Lig"",""Ankaragucu"",""Konyaspor"",27.73,43.52,0.3057,0.4035,0.2908,1.06,1.26,35.3,10,4,3,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1843,""French Ligue 1"",""Marseille"",""Monaco"",67.36,74.67,0.3393,0.4023,0.2584,1.37,1.51,67.4,71.3,2,1,1.57,1.85,0.63,1.82,2.1,1.05"
"2020,2020-12-12,1882,""Turkish Turkcell Super Lig"",""Fenerbahce"",""Yeni Malatyaspor"",56.4,36.35,0.6856,0.1194,0.1951,2.16,0.77,60.5,21.4,0,3,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1854,""Italy Serie A"",""Torino"",""Udinese"",58.05,64.21,0.3836,0.3384,0.278,1.36,1.26,41.9,20.3,2,3,1.02,1.24,0.91,1.31,2.1,3.15"
"2020,2020-12-12,1845,""German Bundesliga"",""Union Berlin"",""Bayern Munich"",68.93,91.98,0.1213,0.7068,0.1718,0.97,2.54,23.2,64.1,1,1,1.17,1.21,0.8,2.04,1.05,1.05"
"2020,2020-12-12,2411,""Barclays Premier League"",""Man United"",""Man City"",84.18,93.95,0.2507,0.5214,0.2279,1.28,1.92,NA,NA,0,0,0.63,1.84,0.76,1.12,0,0"
"2020,2020-12-12,1832,""Belgian Jupiler League"",""Kortrijk"",""Oud-Heverlee Leuven"",39.7,38.57,0.484,0.2734,0.2426,1.73,1.25,6,3,0,3,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1832,""Belgian Jupiler League"",""Cercle Brugge"",""Oostende"",33.73,35.11,0.4455,0.3,0.2544,1.57,1.25,8.1,10.5,0,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1869,""Spanish Primera Division"",""Huesca"",""Alaves"",63.39,64.8,0.4318,0.2818,0.2864,1.32,1.01,53.9,40.2,1,0,0.4,0.19,0.81,0.49,1.05,0"
"2020,2020-12-12,1849,""Dutch Eredivisie"",""FC Emmen"",""Den Haag"",30.94,27.68,0.4878,0.2462,0.266,1.66,1.11,47.7,50.1,1,1,1.75,0.59,2.83,0.4,1.05,1.05"
"2020,2020-12-12,1849,""Dutch Eredivisie"",""Ajax"",""Zwolle"",79.67,40.3,0.8922,0.0203,0.0875,3.03,0.32,62.3,11.8,4,0,3.03,0.52,3.5,0.2,3.68,0"
"2020,2020-12-12,1854,""Italy Serie A"",""Lazio"",""Verona"",71.09,60.39,0.5646,0.2014,0.234,1.92,1.06,33.4,12.7,1,2,0.79,0.75,1.6,0.9,1.05,2.1"
"2020,2020-12-12,1832,""Belgian Jupiler League"",""St Truiden"",""Sporting de Charleroi"",32.59,48.9,0.3227,0.4171,0.2603,1.27,1.48,41.6,9.6,1,2,NA,NA,NA,NA,NA,NA"
"2020,2020-12-12,1843,""French Ligue 1"",""Lens"",""Montpellier"",60.29,59.82,0.4294,0.3079,0.2627,1.52,1.25,15,16.6,2,3,1.55,1.45,2.14,0.81,2.1,3.15"
"2020,2020-12-12,2411,""Barclays Premier League"",""Everton"",""Chelsea"",73.01,87.43,0.219,0.5562,0.2247,1.15,1.95,17.4,59.9,1,0,1.14,1.05,0.8,1.74,1.05,0"
"2020,2020-12-12,1869,""Spanish Primera Division"",""Real Madrid"",""Ath Madrid"",86.24,87.37,0.4053,0.323,0.2717,1.39,1.21,71.5,97.9,2,0,0.54,0.84,1.11,0.82,2.1,0"
"2020,2020-12-13,1882,""Turkish Turkcell Super Lig"",""Erzurum BB"",""Genclerbirligi"",27.72,30.35,0.4195,0.3042,0.2764,1.39,1.14,43.9,42.7,0,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,1849,""Dutch Eredivisie"",""Vitesse"",""Heerenveen"",52.84,42.9,0.5887,0.1799,0.2313,2.01,1.02,38.2,5.5,1,1,1.67,1.45,1.57,0.66,1.05,1.05"
"2020,2020-12-13,1854,""Italy Serie A"",""Cagliari"",""Inter"",54.73,83.61,0.1274,0.6947,0.1779,0.99,2.52,27.6,57.5,1,3,1.64,2.79,0.98,2.29,1.05,2.63"
"2020,2020-12-13,2411,""Barclays Premier League"",""Southampton"",""Sheffield United"",73.28,65.09,0.5123,0.2265,0.2612,1.56,0.94,22.3,39.2,3,0,2.27,0.31,1.6,0.57,2.83,0"
"2020,2020-12-13,1843,""French Ligue 1"",""Nice"",""Rennes"",59.36,65.93,0.3471,0.3691,0.2837,1.21,1.25,10.2,17.9,0,1,0.85,1.32,1.16,1.25,0,1.05"
"2020,2020-12-13,1832,""Belgian Jupiler League"",""Antwerp"",""Club Brugge"",54.41,68.69,0.2962,0.4479,0.2559,1.23,1.56,27,43,0,2,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,1869,""Spanish Primera Division"",""Sociedad"",""Eibar"",84.46,68.98,0.6566,0.1034,0.2399,1.67,0.49,66.1,31.5,1,1,1.16,1.55,0.63,1.2,1.05,1.05"
"2020,2020-12-13,1849,""Dutch Eredivisie"",""Willem II"",""Sparta"",36.92,39.63,0.4457,0.2809,0.2733,1.56,1.19,42.3,18.2,1,3,1.51,3.05,1.67,1.47,1.05,3.15"
"2020,2020-12-13,1849,""Dutch Eredivisie"",""VVV Venlo"",""Feyenoord"",30.42,56.6,0.2208,0.5435,0.2358,1.21,2,45.8,32.6,0,3,0.85,1.49,1.05,2.22,0,2.93"
"2020,2020-12-13,1854,""Italy Serie A"",""Atalanta"",""Fiorentina"",79.32,65.63,0.6307,0.1553,0.214,2.09,0.93,62.4,13.4,3,0,2.87,0.5,2.29,0.43,3.15,0"
"2020,2020-12-13,1843,""French Ligue 1"",""Strasbourg"",""Metz"",59.89,54.76,0.4912,0.2438,0.265,1.55,1.01,26.2,18.9,2,2,0.94,1.73,2.48,0.47,2.1,2.1"
"2020,2020-12-13,1843,""French Ligue 1"",""Brest"",""Reims"",55.84,55.46,0.4271,0.3059,0.2671,1.48,1.21,13.8,29.5,2,1,2.92,0.6,0.93,1.99,2.1,1.05"
"2020,2020-12-13,1854,""Italy Serie A"",""Bologna"",""Roma"",61.68,77.87,0.217,0.5492,0.2337,1.14,1.94,15.9,59.6,1,5,0.3,2.89,1.18,2.12,1.05,5.25"
"2020,2020-12-13,1843,""French Ligue 1"",""Nantes"",""Dijon"",55.12,49.02,0.4707,0.2524,0.277,1.44,0.98,34.5,50.2,1,1,1.63,1.01,1.21,0.75,1.05,1.05"
"2020,2020-12-13,1854,""Italy Serie A"",""Napoli"",""Sampdoria"",81.17,60.37,0.6945,0.1083,0.1972,2.14,0.7,67.2,17.9,2,1,1.25,0.84,2.28,0.53,2.1,1.05"
"2020,2020-12-13,1843,""French Ligue 1"",""Lorient"",""Nimes"",49.42,48.9,0.4304,0.2872,0.2824,1.36,1.06,49.8,45.3,3,0,2.76,0.45,1.34,0.95,2.64,0"
"2020,2020-12-13,2411,""Barclays Premier League"",""Crystal Palace"",""Tottenham"",67.9,83.63,0.2056,0.5586,0.2358,1,1.81,14.4,66.1,1,1,1.74,1.58,2.07,1.02,1.05,1.05"
"2020,2020-12-13,1845,""German Bundesliga"",""Augsburg"",""Schalke 04"",61.9,53.21,0.487,0.2404,0.2726,1.5,0.97,27.7,42.1,2,2,1.28,1.95,0.84,1.18,2.1,1.89"
"2020,2020-12-13,1869,""Spanish Primera Division"",""Betis"",""Villarreal"",68.52,79.96,0.2762,0.4638,0.26,1.15,1.57,17.6,59.6,1,1,0.62,1.42,0.79,1.37,1.05,1.05"
"2020,2020-12-13,1849,""Dutch Eredivisie"",""PSV EIndhoven"",""Utrecht"",66.74,49.05,0.6838,0.1117,0.2045,2.14,0.73,66.7,7.8,2,1,0.97,1.57,1.05,1.26,2.1,1.05"
"2020,2020-12-13,1882,""Turkish Turkcell Super Lig"",""Buyuksehyr"",""Gaziantep"",55.45,43.22,0.5942,0.1886,0.2172,2.06,1.07,36.1,15.4,1,2,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,1843,""French Ligue 1"",""Lille"",""Bordeaux"",75.73,60.13,0.6501,0.1123,0.2376,1.71,0.55,69.2,9.4,2,1,1.16,0.84,1.6,0.52,2.1,1.05"
"2020,2020-12-13,1882,""Turkish Turkcell Super Lig"",""Alanyaspor"",""Besiktas"",54.99,56.24,0.4642,0.2909,0.2448,1.73,1.33,73,69.8,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,2411,""Barclays Premier League"",""Fulham"",""Liverpool"",63.04,87.37,0.1473,0.6639,0.1889,1,2.31,42.7,64.8,1,1,1.54,2.04,0.93,1.23,1.05,1.05"
"2020,2020-12-13,1845,""German Bundesliga"",""Leverkusen"",""Hoffenheim"",81.48,72.37,0.5697,0.2039,0.2264,1.98,1.1,66.8,32.2,4,1,1.91,1.76,1.76,0.86,3.57,1.05"
"2020,2020-12-13,1854,""Italy Serie A"",""Genoa"",""Juventus"",54.07,83.11,0.1305,0.6723,0.1972,0.87,2.23,45.2,62.3,1,3,0.56,4.04,0.26,2.61,1.05,2.66"
"2020,2020-12-13,1832,""Belgian Jupiler League"",""Gent"",""Standard"",47.33,50.05,0.4243,0.3203,0.2554,1.54,1.3,3,10.2,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,1869,""Spanish Primera Division"",""Elche"",""Granada"",58.63,64.31,0.375,0.3292,0.2957,1.18,1.09,51.3,34.2,0,1,0.48,1.37,0.7,1.13,0,1.05"
"2020,2020-12-13,1849,""Dutch Eredivisie"",""Twente"",""AZ"",42.92,60.91,0.2683,0.4699,0.2618,1.22,1.69,8.1,29.3,1,3,1.69,2.08,2.03,1.16,1.05,2.53"
"2020,2020-12-13,2411,""Barclays Premier League"",""Leicester"",""Brighton"",77.71,73.19,0.5107,0.2383,0.2509,1.65,1.05,43.2,18.1,3,0,1.77,0.89,1.41,0.87,3.15,0"
"2020,2020-12-13,2411,""Barclays Premier League"",""Arsenal"",""Burnley"",79.61,65.51,0.5724,0.18,0.2475,1.68,0.82,21.5,46.3,0,1,2.24,1.15,2.31,0.74,0,0.84"
"2020,2020-12-13,1832,""Belgian Jupiler League"",""Mechelen"",""Waasland-Beveren"",40.16,29.78,0.5776,0.2082,0.2142,2.09,1.18,26.5,34.6,2,3,NA,NA,NA,NA,NA,NA"
"2020,2020-12-13,1854,""Italy Serie A"",""Milan"",""Parma"",80.24,55.38,0.7543,0.0818,0.1638,2.44,0.67,69.8,33.5,2,2,2.27,0.57,1.86,0.53,2.1,2.1"
"2020,2020-12-13,1869,""Spanish Primera Division"",""Barcelona"",""Levante"",90.45,69.64,0.817,0.0624,0.1206,2.98,0.74,72.3,27.5,1,0,2.93,1,4.74,0.73,1.05,0"
"2020,2020-12-13,1843,""French Ligue 1"",""Paris SG"",""Lyon"",86.6,76.66,0.6115,0.1865,0.202,2.28,1.19,100,68.9,0,1,0.39,0.76,1.38,1.28,0,1.05"
"2020,2020-12-14,1882,""Turkish Turkcell Super Lig"",""Sivasspor"",""Antalyaspor"",43.47,36.63,0.5155,0.216,0.2685,1.53,0.89,25.4,30.9,0,0,NA,NA,NA,NA,NA,NA"
"2020,2020-12-14,1869,""Spanish Primera Division"",""Celta"",""Cadiz"",73,67.1,0.5168,0.2127,0.2705,1.5,0.86,18.4,13.6,4,0,1.5,1.01,1.16,0.87,4.2,0"
"2020,2020-12-15,1882,""Turkish Turkcell Super Lig"",""Ankaragucu"",""Hatayspor"",29.5,36.5,0.3928,0.3339,0.2733,1.37,1.24,38.8,16.4,2,0,NA,NA,NA,NA,NA,NA"
"2020,2020-12-15,1854,""Italy Serie A"",""Udinese"",""Crotone"",64.72,51.69,0.5067,0.2124,0.2809,1.47,0.85,15.9,45.9,0,0,1.11,0.16,1.02,0.23,0,0"
"2020,2020-12-15,1845,""German Bundesliga"",""Ein Frankfurt"",""M'gladbach"",71.93,76.86,0.3508,0.407,0.2422,1.57,1.7,26.7,55.8,3,3,1.95,1.27,1.02,1.09,3.15,2.73"
"2020,2020-12-15,1832,""Belgian Jupiler League"",""Mouscron"",""Oud-Heverlee Leuven"",31.51,41.26,0.3976,0.3434,0.259,1.46,1.34,43.4,4.6,2,2,NA,NA,NA,NA,NA,NA"
"2020,2020-12-15,1832,""Belgian Jupiler League"",""Cercle Brugge"",""Sporting de Charleroi"",32.66,49.43,0.2914,0.452,0.2566,1.2,1.56,10,11.4,3,4,NA,NA,NA,NA,NA,NA"
"2020,2020-12-15,2411,""Barclays Premier League"",""Wolves"",""Chelsea"",75.46,87.22,0.2172,0.5231,0.2596,0.92,1.57,16.8,65.3,2,1,0.46,1.54,0.92,1.37,2.1,1.05"
"2020,2020-12-15,1845,""German Bundesliga"",""Stuttgart"",""Union Berlin"",69.37,69.65,0.4386,0.2936,0.2678,1.5,1.18,27.7,23.2,2,2,2.25,0.95,1.24,1.04,2.1,1.94"
"2020,2020-12-15,1845,""German Bundesliga"",""Werder Bremen"",""Dortmund"",63.99,83.96,0.1796,0.5962,0.2242,0.98,1.97,19.3,63.4,1,2,0.18,4.05,0.77,1.8,1.05,2.1"
"2020,2020-12-15,1845,""German Bundesliga"",""Hertha"",""Mainz"",70.06,59.58,0.5063,0.2495,0.2442,1.78,1.18,14.2,49,0,0,0.59,0.84,1.31,0.61,0,0"
"2020,2020-12-15,1854,""Italy Serie A"",""Benevento"",""Lazio"",54.6,70.31,0.264,0.4865,0.2495,1.23,1.75,32.4,20.7,1,1,1.47,0.5,0.62,1.7,1.05,1.05"
"2020,2020-12-15,2411,""Barclays Premier League"",""Man City"",""West Brom"",93.68,55.23,0.9287,0.0101,0.0612,3.18,0.2,100,33.6,1,1,2.78,0.27,3.06,0.18,1.05,1.05"
"2020,2020-12-15,1832,""Belgian Jupiler League"",""Anderlecht"",""Oostende"",53.32,36.1,0.6418,0.1348,0.2234,1.85,0.7,7.9,3.3,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-15,1869,""Spanish Primera Division"",""Real Madrid"",""Ath Bilbao"",86.62,71.64,0.6828,0.114,0.2032,2.03,0.69,59.6,18.2,3,1,2.61,0.82,2.59,0.82,2.1,1.05"
"2020,2020-12-16,1854,""Italy Serie A"",""Juventus"",""Atalanta"",83.9,80.59,0.4646,0.2932,0.2422,1.82,1.41,67.1,76.2,1,1,3,1.13,1.11,1.26,1.05,1.05"
"2020,2020-12-16,1845,""German Bundesliga"",""Schalke 04"",""Freiburg"",54.17,64.58,0.3431,0.3951,0.2619,1.36,1.48,50.5,26.3,0,2,0.45,1.23,0.93,0.89,0,2.1"
"2020,2020-12-16,1832,""Belgian Jupiler League"",""Antwerp"",""Waregem"",52.71,37.09,0.6303,0.1666,0.2031,2.16,1.02,10.8,16.1,0,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-16,1843,""French Ligue 1"",""Reims"",""Nantes"",54.91,54.96,0.4249,0.2905,0.2846,1.34,1.06,39.7,31.4,3,2,1.73,1.77,1.2,1.74,3.05,2.1"
"2020,2020-12-16,1843,""French Ligue 1"",""Nimes"",""Nice"",47.03,58.74,0.3419,0.3732,0.285,1.19,1.25,46.9,9,0,2,1.04,1.98,1.73,1.56,0,1.58"
"2020,2020-12-16,1843,""French Ligue 1"",""Montpellier"",""Metz"",59.9,54.84,0.4843,0.2528,0.2628,1.57,1.06,15.9,16.3,0,2,0.69,1.52,1.32,0.88,0,1.58"
"2020,2020-12-16,1843,""French Ligue 1"",""Angers"",""Strasbourg"",59.45,59.64,0.4013,0.3258,0.2729,1.39,1.22,7.6,23.5,0,2,0.26,0.41,1.15,0.68,0,1.58"
"2020,2020-12-16,2411,""Barclays Premier League"",""Leicester"",""Everton"",78.67,73.64,0.5142,0.245,0.2408,1.76,1.15,52.6,25.5,0,2,1.03,1.8,1.13,1.19,0,2.06"
"2020,2020-12-16,2411,""Barclays Premier League"",""Leeds"",""Newcastle"",67.67,65.82,0.4687,0.272,0.2594,1.55,1.12,23.5,21.4,5,2,2.79,1.62,2.72,0.96,4.41,2.1"
"2020,2020-12-16,1843,""French Ligue 1"",""Dijon"",""Lille"",49.23,75.56,0.1707,0.585,0.2444,0.81,1.73,49.7,60.7,0,2,0.17,1.05,0.31,1.55,0,1.58"
"2020,2020-12-16,2411,""Barclays Premier League"",""Arsenal"",""Southampton"",79.28,74.67,0.4665,0.2776,0.2559,1.58,1.16,18.6,35.5,1,1,0.73,1.17,0.82,1.54,1.05,1.05"
"2020,2020-12-16,1845,""German Bundesliga"",""Bayern Munich"",""Wolfsburg"",91.69,73.96,0.7712,0.0834,0.1454,2.74,0.81,78.6,57.6,2,1,1.49,1.24,2.31,1.14,2.1,1.05"
"2020,2020-12-16,1845,""German Bundesliga"",""FC Koln"",""Leverkusen"",64.44,81.74,0.2181,0.5383,0.2436,1.05,1.79,22.8,57,0,4,0.47,1.62,0.81,1.63,0,4.2"
"2020,2020-12-16,1845,""German Bundesliga"",""Hoffenheim"",""RB Leipzig"",71.94,84.13,0.2718,0.4946,0.2336,1.37,1.91,23.9,49.1,0,1,0.74,0.54,1.03,0.45,0,1.05"
"2020,2020-12-16,1845,""German Bundesliga"",""Bielefeld"",""Augsburg"",55.05,60.64,0.3832,0.322,0.2948,1.22,1.09,50.2,28.6,0,1,0.71,0.44,0.83,0.86,0,1.05"
"2020,2020-12-16,1854,""Italy Serie A"",""Genoa"",""Milan"",52.88,79.78,0.1558,0.633,0.2112,0.95,2.13,47.4,54.7,2,2,1.12,1.99,1.21,1.46,2.1,2.1"
"2020,2020-12-16,1854,""Italy Serie A"",""Fiorentina"",""Sassuolo"",64.09,65.04,0.3981,0.3371,0.2649,1.49,1.35,21.7,24.9,1,1,1.73,1.91,2.16,1.39,1.05,1.05"
"2020,2020-12-16,1854,""Italy Serie A"",""Inter"",""Napoli"",83.48,81.06,0.4731,0.276,0.2508,1.73,1.27,82.1,66.6,1,0,1.32,2.46,1.01,1.75,0.84,0"
"2020,2020-12-16,1854,""Italy Serie A"",""Spezia"",""Bologna"",53.45,59.73,0.3689,0.3611,0.2699,1.39,1.37,47.2,24.7,2,2,2.65,1.91,1.2,0.89,2.1,2.1"
"2020,2020-12-16,1854,""Italy Serie A"",""Parma"",""Cagliari"",55.94,54.85,0.4244,0.3134,0.2622,1.56,1.3,35.9,32.7,0,0,1.04,0.28,1.56,0.91,0,0"
"2020,2020-12-16,1854,""Italy Serie A"",""Verona"",""Sampdoria"",61.34,60.54,0.4068,0.319,0.2741,1.43,1.23,9.9,21.2,1,2,1.57,0.88,1.17,1.52,1.05,2.1"
"2020,2020-12-16,2411,""Barclays Premier League"",""Liverpool"",""Tottenham"",86.89,82.75,0.5081,0.2603,0.2316,1.87,1.29,70.7,68.1,2,1,1.25,1.62,2.38,0.3,2.1,1.05"
"2020,2020-12-16,1832,""Belgian Jupiler League"",""Gent"",""Waasland-Beveren"",47.95,31.19,0.6323,0.1669,0.2008,2.2,1.04,1.7,21.7,3,0,NA,NA,NA,NA,NA,NA"
"2020,2020-12-16,1869,""Spanish Primera Division"",""Barcelona"",""Sociedad"",90.74,83.07,0.6089,0.1825,0.2086,2.16,1.1,83.9,73.2,2,1,2.6,1.97,2.26,1.66,2.1,1.05"
"2020,2020-12-16,2411,""Barclays Premier League"",""Fulham"",""Brighton"",63.95,72.17,0.3568,0.3734,0.2699,1.29,1.32,50.5,32.6,0,0,1.16,0.46,0.67,0.86,0,0"
"2020,2020-12-16,1843,""French Ligue 1"",""Monaco"",""Lens"",74.67,60.04,0.6424,0.1547,0.2029,2.18,0.97,59.2,12,0,3,1.1,1.06,0.89,0.76,0,2.73"
"2020,2020-12-16,1843,""French Ligue 1"",""Paris SG"",""Lorient"",85.85,51.21,0.8792,0.0302,0.0906,3.09,0.46,89,41.6,2,0,2.77,1.42,2.47,0.64,1.68,0"
"2020,2020-12-16,1843,""French Ligue 1"",""Bordeaux"",""St Etienne"",60.3,55.45,0.4351,0.2528,0.3121,1.19,0.83,7.5,29.9,1,2,0.56,2.22,0.84,0.69,1.05,2.1"
"2020,2020-12-16,1843,""French Ligue 1"",""Lyon"",""Brest"",77.58,56.29,0.709,0.1099,0.1811,2.31,0.79,57,5.9,2,2,3.31,1.26,2.88,0.04,1.89,2.1"
"2020,2020-12-16,1843,""French Ligue 1"",""Rennes"",""Marseille"",66.63,67.36,0.378,0.3344,0.2875,1.25,1.15,24.5,61.4,2,1,1.2,1.41,1.61,0.52,1.68,1.05"
"2020,2020-12-16,1832,""Belgian Jupiler League"",""Kortrijk"",""Standard"",37.12,49.47,0.3443,0.3891,0.2667,1.28,1.38,9.9,1.5,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-16,2411,""Barclays Premier League"",""West Ham"",""Crystal Palace"",74.89,68.96,0.5142,0.2372,0.2486,1.68,1.06,27.9,14.1,1,1,0.45,1.09,0.97,1.24,1.05,1.05"
"2020,2020-12-17,2411,""Barclays Premier League"",""Aston Villa"",""Burnley"",74.61,65.91,0.5447,0.2089,0.2463,1.7,0.95,NA,NA,0,0,1.9,0.29,1.86,0.59,0,0"
"2020,2020-12-17,1832,""Belgian Jupiler League"",""Mechelen"",""Club Brugge"",38.66,69.93,0.1698,0.6287,0.2015,1.05,2.2,25.3,22.5,0,3,NA,NA,NA,NA,NA,NA"
"2020,2020-12-17,1854,""Italy Serie A"",""Roma"",""Torino"",79.31,57.3,0.6983,0.1216,0.1802,2.44,0.92,65.9,36.6,3,1,3,1.15,1.44,0.93,2.52,1.05"
"2020,2020-12-17,2411,""Barclays Premier League"",""Sheffield United"",""Man United"",63.64,84.18,0.1756,0.5942,0.2302,0.89,1.84,37.4,62,2,3,1.33,1.83,1.47,1.09,2.1,3.15"
"2020,2020-12-18,1882,""Turkish Turkcell Super Lig"",""Karagumruk"",""Galatasaray"",36.77,60.66,0.1924,0.5738,0.2339,0.98,1.86,23.6,74.9,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-18,1849,""Dutch Eredivisie"",""Zwolle"",""FC Emmen"",39.43,31.61,0.5157,0.2194,0.2649,1.67,1,22.8,44,0,0,1.01,0.3,1.32,0.69,0,0"
"2020,2020-12-18,1845,""German Bundesliga"",""Union Berlin"",""Dortmund"",69.31,84.8,0.2104,0.5497,0.2399,1.04,1.82,22.8,66.2,2,1,1.42,1.26,0.69,1.54,2.1,1.05"
"2020,2020-12-18,1832,""Belgian Jupiler League"",""Sporting de Charleroi"",""Anderlecht"",49.61,53.17,0.4233,0.311,0.2658,1.44,1.2,11,10.5,1,0,NA,NA,NA,NA,NA,NA"
"2020,2020-12-18,1869,""Spanish Primera Division"",""Ath Bilbao"",""Huesca"",71.31,64.07,0.4866,0.2334,0.2801,1.42,0.89,28.6,46.8,2,0,1.56,0.16,1.05,0.66,1.26,0"
"2020,2020-12-18,1864,""Portuguese Liga"",""Portimonense"",""Famalicao"",44.83,44.81,0.4645,0.2618,0.2738,1.37,0.96,39.8,26,0,0,1.27,0.65,1.77,0.8,0,0"
"2020,2020-12-19,1882,""Turkish Turkcell Super Lig"",""Goztep"",""Hatayspor"",41.95,34.96,0.5159,0.2255,0.2585,1.62,0.98,12.5,20.2,0,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-19,2411,""Barclays Premier League"",""Crystal Palace"",""Liverpool"",69.98,87.15,0.1764,0.6104,0.2132,1,2.05,12.7,67.8,0,7,0.58,3.21,0.75,1.57,0,6.72"
"2020,2020-12-19,1869,""Spanish Primera Division"",""Ath Madrid"",""Elche"",87.16,57.74,0.8127,0.0303,0.1569,2.09,0.22,66.8,52.9,3,1,2.41,0.59,1.34,0.48,2.91,1.05"
"2020,2020-12-19,1882,""Turkish Turkcell Super Lig"",""Yeni Malatyaspor"",""Kasimpasa"",39.67,42.08,0.4364,0.3007,0.2629,1.52,1.22,17.2,11.3,2,0,NA,NA,NA,NA,NA,NA"
"2020,2020-12-19,1882,""Turkish Turkcell Super Lig"",""Trabzonspor"",""Rizespor"",54.72,36.22,0.6454,0.1536,0.201,2.2,0.97,18.6,25.4,2,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-19,1854,""Italy Serie A"",""Fiorentina"",""Verona"",64.11,60.78,0.462,0.2653,0.2727,1.51,1.08,26.1,11.1,1,1,1.57,1.24,1.01,0.27,1.05,1.05"
"2020,2020-12-19,1845,""German Bundesliga"",""Mainz"",""Werder Bremen"",60.37,62.77,0.4344,0.301,0.2647,1.52,1.22,56.3,31.7,0,1,0.45,1.27,1.19,1.08,0,1.05"
"2020,2020-12-19,1845,""German Bundesliga"",""M'gladbach"",""Hoffenheim"",76.47,72.2,0.5164,0.2569,0.2266,2.01,1.37,46.8,16.5,1,2,2.03,2.09,0.9,1.47,1.05,1.89"
"2020,2020-12-19,1845,""German Bundesliga"",""Schalke 04"",""Bielefeld"",53.43,54.85,0.4133,0.2987,0.288,1.31,1.07,47.2,53.3,0,1,0.46,0.99,0.76,1.32,0,1.05"
"2020,2020-12-19,1845,""German Bundesliga"",""Augsburg"",""Ein Frankfurt"",61.39,72.23,0.298,0.4363,0.2657,1.2,1.51,15.7,18.4,0,2,1.64,2.35,1.59,1.13,0,1.68"
"2020,2020-12-19,1845,""German Bundesliga"",""RB Leipzig"",""FC Koln"",84.24,62.82,0.7029,0.1066,0.1905,2.18,0.71,48.2,26,0,0,1.69,0.23,2.52,0.21,0,0"
"2020,2020-12-19,2411,""Barclays Premier League"",""Southampton"",""Man City"",75.59,93.53,0.1438,0.6553,0.2009,0.88,2.13,42,79.8,0,1,0.67,1.26,1.08,1.23,0,1.05"
"2020,2020-12-19,1864,""Portuguese Liga"",""Maritimo"",""Belenenses"",40.32,39.93,0.4601,0.2338,0.3062,1.17,0.74,48.5,36.4,1,0,0.76,0.16,1.07,0.47,0.84,0"
"2020,2020-12-19,1869,""Spanish Primera Division"",""Barcelona"",""Valencia"",90.53,65.79,0.8506,0.0476,0.1017,3.19,0.68,76.1,26.3,2,2,3.21,1.89,4.32,1.36,2.1,2.1"
"2020,2020-12-19,1849,""Dutch Eredivisie"",""Sparta"",""Groningen"",41.25,44.28,0.407,0.2809,0.3121,1.23,0.97,8.9,6.6,2,3,1.61,1.91,1.97,0.95,2.1,3.07"
"2020,2020-12-19,1843,""French Ligue 1"",""Metz"",""Lens"",56.22,61.89,0.3534,0.3652,0.2814,1.23,1.26,11,19,2,0,1.09,1.16,0.73,0.9,1.58,0"
"2020,2020-12-19,1882,""Turkish Turkcell Super Lig"",""Gaziantep"",""Fenerbahce"",44.65,52.94,0.3555,0.3945,0.2499,1.48,1.57,22.5,50.4,3,1,NA,NA,NA,NA,NA,NA"
"2020,2020-12-19,1854,""Italy Serie A"",""Sampdoria"",""Crotone"",61.07,51.95,0.491,0.2361,0.2729,1.53,0.97,22.1,48,3,1,2.2,1.08,0.89,0.92,3.15,1.05"
